Date,volatility,momentum,price_strength,volume,breadth,kosdaq_ratio,sentiment_index,grade
2021-02-18,71.09072491370372,80.65945972989765,93.01509807689506,58.832969714898496,46.82950472856514,31.386011901896705,67.9,탐욕
2021-02-19,71.10710897129995,81.58035174553628,94.21190085020213,63.569441316508446,53.614068382786584,28.955528278963993,69.9,탐욕
2021-02-22,71.80842390279658,79.36479750659491,92.6205503162704,64.0693091362552,61.046859941132034,28.65513806859486,70.4,탐욕
2021-02-23,71.90845709949703,78.33053540613835,92.06898082735981,63.70887766471228,51.70361064114063,24.1948884737722,68.2,탐욕
2021-02-24,72.23444316081128,73.13865040512904,87.78028305313305,39.62085007065399,38.23617010475014,22.144202729230813,60.5,탐욕
2021-02-25,68.28536328649211,79.31769720732231,93.75909724773558,54.33028408770291,47.02863553658915,22.049610798122277,65.7,탐욕
2021-02-26,65.68447725338693,73.43362574103037,88.80634700115195,35.87565292420358,43.20903914622383,23.927802492999916,59.8,중립
2021-03-02,66.1755127459493,74.99912127099148,90.57185169448317,34.27979508584366,42.98485803177617,24.505939630434604,60.4,탐욕
2021-03-03,69.26401226202276,77.05338969295623,92.80554990399078,30.86255706822905,49.259200150124215,23.676505557904143,62.2,탐욕
2021-03-04,71.24719883067587,74.16878035096266,90.55014689770216,28.093379168366056,46.508758065604454,26.694677545276917,61.1,탐욕
2021-03-05,71.92772595592257,72.7071393275156,89.56633551168919,26.8458966650205,43.71320059560565,28.081234432194186,60.2,탐욕
2021-03-08,72.25566110165113,70.44435526022932,87.8448119576284,29.354171575172128,36.874809666742124,25.31377699937898,58.6,중립
2021-03-09,72.72954318058817,68.84877717155823,86.70340729762107,27.61550741716281,33.82769094694697,25.0814476759181,57.4,중립
2021-03-10,73.38292441681064,67.4010032633095,85.6756287124769,18.094238355654134,34.51494818639465,25.34949299529059,55.7,중립
2021-03-11,71.79813331134955,70.52412595139896,88.84917110886629,18.517141746785395,43.66160857754181,26.274283948948867,58.2,중립
2021-03-12,70.96129584056888,72.67289549183886,91.17251835376156,22.89018606000923,45.52889909667894,28.609611589142848,60.1,탐욕
2021-03-15,71.07547053655773,71.76679879381996,90.6769045837199,18.522783352525085,47.04554373539491,30.52112985655292,59.6,중립
2021-03-16,71.8650465480379,72.72665736704386,91.90224282203063,16.00559369438088,49.75163572408953,33.5033232849142,60.5,탐욕
2021-03-17,71.94699663633762,71.13981100140094,90.77911368455375,16.97880501476927,54.93201801848068,37.15364988765355,61.3,탐욕
2021-03-18,71.98056490477472,71.91301188202233,91.83601322054923,16.873845304525936,46.22624941391194,37.768350125759966,60.4,탐욕
2021-03-19,72.57756445568106,69.93083249589192,90.32403783939273,13.001335966667313,53.44319823500985,41.893484927583856,60.7,탐욕
2021-03-22,72.82897615617709,69.35091136371358,90.0916417782906,14.824674475517941,48.82909107718997,43.95367432535563,60.4,탐욕
2021-03-23,72.74511012573724,67.16449529966806,88.33756799912791,17.65544780376497,38.84467919821132,44.665952027366004,58.6,중립
2021-03-24,72.75057558708252,66.35210195189899,87.85851511449141,21.92666031712701,42.62562053101185,48.64488675017412,59.9,중립
2021-03-25,75.24982279138234,66.76471770156257,88.542557746504,20.251637035586732,47.148270075027746,48.01826331130516,61.0,탐욕
2021-03-26,80.92827405347731,68.42411147295697,90.40854296340456,20.425973864922263,57.08425139828354,45.28017559260037,64.1,탐욕
2021-03-29,85.65039152279611,67.77617717802174,89.98280086432621,24.443978097225617,59.92448026604168,45.1990929419881,65.9,탐욕
2021-03-30,85.52170313888408,69.44709259469491,91.94974962057402,22.837607794676554,67.60006759507478,43.35774074802062,67.3,탐욕
2021-03-31,86.59501600566628,68.53756768839368,90.77121821134955,27.276984704416403,58.809636916453556,44.07243621899755,66.5,탐욕
2021-04-01,87.32817252771365,69.67591624927893,92.0191866551695,27.99328780244859,56.44400428173675,44.93359978097164,67.0,탐욕
2021-04-02,87.29055270888584,70.76363562530736,93.68637706139322,26.232268202343235,62.29432360438908,44.00669122388868,68.0,탐욕
2021-04-05,88.32002143836293,70.81220275299344,94.21344440778357,26.046058064641375,60.342335288316036,43.394397104496804,68.0,탐욕
2021-04-06,88.9500539360039,70.76089776408257,94.62367590173609,29.82535647008884,66.17481262703252,42.63172386648753,69.5,탐욕
2021-04-07,89.57440344743725,70.96480081780479,95.30169561816678,36.53314668475545,65.01134368808451,43.16335192380037,70.7,탐욕
2021-04-08,91.89354356219762,70.90108002520711,95.68567870637345,41.514203940132106,73.8800148379627,45.50572180934887,73.6,탐욕
2021-04-09,92.97884093243213,69.82691188723604,94.80435627821137,52.8096347496278,71.47437012806236,49.16475855147117,75.1,탐욕
2021-04-12,93.15957599743787,69.65631307466549,95.05241482067089,52.815418730751375,83.1282450674974,52.46332923123084,77.2,탐욕
2021-04-13,92.62492056462094,71.24410734786657,97.18371103711657,55.759003627068495,88.79997367641735,51.99665103033051,79.1,탐욕
2021-04-14,93.27492630829998,71.62091464392643,98.10178636192845,50.057455024959964,88.86599152143194,51.818448991869005,78.6,탐욕
2021-04-15,93.40917696945294,71.8979466321037,98.95424529267139,49.31236772433551,87.73003038834356,50.295295419966855,78.4,탐욕
2021-04-16,94.71000958940304,71.70930934603702,99.25031461193743,40.569447696560104,90.14313237091925,52.24457564622813,78.0,탐욕
2021-04-19,94.81495427394992,71.27153242653425,99.26621729668479,40.265943142913336,88.17246612262258,54.69636226218692,77.8,탐욕
2021-04-20,96.8105379310409,72.09780014134732,100.0,35.5988654922341,93.74856666179387,52.98249603885837,78.5,탐욕
2021-04-21,93.2507975828935,68.7983258426822,96.40371369895793,33.385277067880075,70.54116756399009,54.83212124087207,72.8,탐욕
2021-04-22,93.25576358544677,68.72620404925435,96.83345691382496,35.766515237911825,67.43906690963155,55.15999232226137,72.8,탐욕
2021-04-23,93.97311074879345,68.51033401402965,97.04620264863067,42.01042991947183,66.6353441744209,55.03138902594448,73.7,탐욕
2021-04-26,93.32993170736256,70.19344894400507,99.76367145782257,44.307447208823866,71.40419090756778,52.12369546710512,75.2,탐욕
2021-04-27,93.9929304653019,69.62276173130242,99.60635571613746,45.16316659890795,69.207612136426,49.26678560195452,74.7,탐욕
2021-04-28,92.57670702544897,67.22162502942945,97.05412053895041,41.051236087996216,58.2644575730245,45.22670334226251,70.8,탐욕
2021-04-29,92.87974107343398,66.3765190376575,96.49844296614125,35.27879642689234,59.28521305735941,43.477092110571355,69.7,탐욕
2021-04-30,92.5490871552865,64.45465631427541,94.53027003620062,29.59338069638669,52.45705122564117,43.774536011720635,67.0,탐욕
2021-05-03,92.13265991620669,62.84158301214242,92.94515304865395,27.30814953314174,41.159311838330865,38.6417004273308,63.7,탐욕
2021-05-04,91.7956361057548,63.585158723060374,94.46705074088364,24.979949154517875,42.81793412933729,38.4555500909288,64.0,탐욕
2021-05-06,91.74232253883217,63.93300845162544,95.45245172676357,24.877363441334058,43.07708415389908,38.096758814024135,64.2,탐욕
2021-05-07,90.65954035547361,65.62259386406751,98.22685664859218,23.40738126703709,49.743948206845126,37.188046875446545,65.6,탐욕
2021-05-10,89.00417717556421,68.18044231643626,100.0,21.676132253601065,57.66402354190584,36.80132998081417,67.0,탐욕
2021-05-11,87.53621848872768,65.5176015203489,96.99576401401454,22.12766902926212,48.37706215976385,36.239641212133094,64.2,탐욕
2021-05-12,86.54907776177569,62.45558919450649,93.39626589736484,24.19074599385698,48.55466445349661,37.37949328661004,63.1,탐욕
2021-05-13,85.69957037454809,59.89246496161221,90.41616564026965,24.22446711555988,42.7021186972054,36.34760675959861,60.9,탐욕
2021-05-14,85.05926785120995,61.34166432831076,92.76785393174612,23.699464233715798,46.59202418867068,38.29630841387045,62.2,탐욕
2021-05-17,84.91221716292675,59.96613693150318,91.33303972700142,21.659878242937346,39.34758838917868,38.93454740757116,60.3,탐욕
2021-05-18,83.83621591140806,61.817052176476786,94.24241547188615,18.959427525378594,45.027594391384795,37.26192826478844,61.3,탐욕
2021-05-20,84.1381127348591,60.91615310352662,93.4176473695077,13.008007375106567,47.61834638664465,39.10968167748671,60.7,탐욕
2021-05-21,85.54329052768693,60.29496386273105,92.92174742528951,11.541499961774678,47.801044986492066,37.84067220368005,60.4,탐욕
2021-05-24,85.49296920587622,59.33345829101887,91.79155261671458,10.92165116133587,49.54032945472519,33.247641691368614,59.7,중립
2021-05-25,84.97868950457845,60.55481069710418,93.90386127021563,11.47506383085964,55.60468829279004,35.09659272829277,61.5,탐욕
2021-05-26,85.92809891083752,60.10435617525677,93.67792283986932,17.639376531935227,52.79812534911285,36.71216935588376,62.2,탐욕
2021-05-27,85.92790363547348,59.677976631697916,93.44965593440037,22.7213015929814,50.69365826729445,39.64451688995202,62.8,탐욕
2021-05-28,86.25489442924723,60.70600507887115,95.17254604099449,26.18848752329035,48.7990290596681,38.30072434407084,63.5,탐욕
2021-05-31,86.16696737396569,61.26931863106394,96.28263322929152,33.57570459843187,42.81323147660551,38.15148517344031,64.0,탐욕
2021-06-01,86.59206316494858,61.98722233880276,97.7530447081166,44.514684577900695,52.11711767858701,37.25117416770707,67.5,탐욕
2021-06-02,87.04212614756153,61.840491266613604,97.94635569982438,45.71774968724188,62.59513173220104,35.8148704231339,69.2,탐욕
2021-06-03,86.98553281902753,62.81768604817307,99.84667401203569,50.96933917349076,77.0039224103464,36.41795083487451,72.8,탐욕
2021-06-04,86.93929876500675,62.12623122443994,99.24332201371918,55.725710396460784,70.83774576201617,36.22804082088068,72.3,탐욕
2021-06-07,87.70686159221175,62.52120834370065,100.0,60.1172592031123,79.19276717057609,34.425425278780764,74.4,탐욕
2021-06-08,89.66017248549143,62.02633105955236,99.64873180527404,61.8597293124232,72.36513335153899,34.92787305734687,73.9,탐욕
2021-06-09,90.13016223748075,60.05763032632211,97.0572193140335,63.64986039292432,64.33050237961089,35.684955808037884,72.2,탐욕
2021-06-10,92.25350687456778,60.30199932509027,97.74992051387666,65.19562436593004,67.89048624547502,37.81310267653251,73.8,탐욕
2021-06-11,93.87237777961825,61.40448174493732,99.7707321349128,65.72602329841133,75.83896971371593,36.51382255255993,75.9,탐욕
2021-06-14,94.60901093877537,61.32857887076347,100.0,61.8063923796408,72.57131167104231,38.34987335467444,75.2,탐욕
2021-06-15,95.30437288121884,61.447802406713784,100.0,56.17255091217116,74.69609404139779,37.808813997079056,74.8,탐욕
2021-06-16,96.44972558879056,62.30945927519165,100.0,54.81614950182676,78.32789033166458,36.35124855913448,75.4,탐욕
2021-06-17,96.33720003711652,61.3269580069117,98.90052002114167,51.12836623544098,70.03416043856767,39.56610789617819,73.4,탐욕
2021-06-18,96.4936092216747,61.25363658360582,99.13852514495275,48.63695581611465,67.97730697973563,43.38212041791934,73.2,탐욕
2021-06-21,95.61515232178736,59.559322078840495,96.80308014350987,44.85117911352406,55.052865481214106,44.65215429337826,69.8,탐욕
2021-06-22,95.84759890100786,60.59137826229305,98.75126143791255,41.709792142507006,59.533531667296735,42.559365781463406,70.5,탐욕
2021-06-23,95.86387385879434,61.030132868208966,99.789909691448,31.462864015768115,57.29727921581551,42.985469792950134,68.9,탐욕
2021-06-24,95.93671895903202,61.33592095255499,100.0,26.4499653423808,61.52689923732088,40.800769531198696,68.7,탐욕
2021-06-25,96.18784338877434,61.982778605793285,100.0,22.47020437054307,62.41189157540671,39.07220937326106,68.3,탐욕
2021-06-28,96.26545620867186,61.682824389978364,99.92142991101917,21.286118782689638,63.449038222092646,41.12355613952908,68.4,탐욕
2021-06-29,96.06425168178205,60.641322214115036,98.66374323488722,17.96887756262001,69.10154575618222,44.16648477561055,68.6,탐욕
2021-06-30,96.01585731268645,60.959632917057036,99.490626802373,22.242303101826533,69.35726806125555,45.544004327496936,69.6,탐욕
2021-07-01,96.17901788603939,59.961657497923646,98.28173352425408,21.79353928480492,59.300088629734375,48.785982749618405,67.9,탐욕
2021-07-02,96.27890501384437,59.762351113342284,98.25857836185402,20.938600714593413,58.545203802340225,49.53230766448032,67.7,탐욕
2021-07-05,96.29683488343252,60.22045535009395,99.19489977323708,17.478813789447845,59.69064378058259,51.230054204845665,67.8,탐욕
2021-07-06,96.24534207921462,60.72383264406962,100.0,17.412921952268327,57.78600958679344,49.2209292175773,67.6,탐욕
2021-07-07,97.13724421892864,59.5128426907118,98.30148775039318,14.58960160559887,55.77276027799869,52.05729225313457,66.8,탐욕
2021-07-08,95.67734688851681,57.65977727300559,95.45178784775919,18.565839508722558,46.3023124754332,51.25893620255651,64.6,탐욕
2021-07-09,95.01556348009137,55.76583087639915,92.44475889062036,21.905396119214775,44.65854006680179,53.06999000263094,63.9,탐욕
2021-07-12,94.08528697665804,57.25374469255041,94.91411025307796,25.703346196377414,46.02930842670165,51.921594171054544,65.2,탐욕
2021-07-13,93.50554880987247,58.52603898612517,97.07088736673265,28.162540825119137,48.96258961894572,52.169699306328056,66.6,탐욕
2021-07-14,93.86388777606007,58.121678767043306,96.50205169788252,29.126818479175103,45.341139060620115,53.43703658186107,66.2,탐욕
2021-07-15,93.60845930049766,59.209210625739196,98.35578800333819,27.15497877048798,46.43589362339297,54.23639778215919,66.7,탐욕
2021-07-16,93.51297411818382,58.624809927810354,97.47681414727192,25.907986352590797,44.82857963091753,54.47455175687428,66.0,탐욕
2021-07-19,93.18018676008329,56.76157013781161,94.5461902760361,26.487788097695216,41.77405969674049,57.23360805814608,64.9,탐욕
2021-07-20,93.62595818808565,56.09264441599492,93.53426252416752,26.304035549158538,37.72069407584004,56.39772614274913,63.9,탐욕
2021-07-21,93.62139322760454,55.14932879836755,92.03709013185923,27.44381692469477,37.409071011740956,57.59444042638029,63.6,탐욕
2021-07-22,92.44538152237577,56.946198359095746,95.03166190776861,23.62180999372398,44.67997396576877,56.53691626851695,64.8,탐욕
2021-07-23,92.73196199887222,57.121334371253106,95.41196207672475,21.497149916913084,43.30027408812988,57.61977606440348,64.5,탐욕
2021-07-26,92.09272799583447,55.537490329324626,92.73513868527324,19.709532725221276,36.92662173995691,57.94244479069025,62.4,탐욕
2021-07-27,92.11196616637802,55.90268497040164,93.42126140683445,20.40650254995869,41.039116198606756,56.56041264386236,63.2,탐욕
2021-07-28,92.21157596197145,56.084223264050735,93.81320525473478,20.756106937146036,47.0301431441855,52.282102178205406,63.8,탐욕
2021-07-29,92.2817811108959,56.31768859268965,94.33727766976389,21.749216455664964,55.20218760187539,54.1842721645703,65.5,탐욕
2021-07-30,91.04625212516277,54.064032393475095,90.53755401304733,21.099659116378803,41.142009596752224,53.905903860872954,61.9,탐욕
2021-08-02,90.72210457750523,55.09850464814809,92.21757709169611,18.29814101030056,40.13551215623754,53.60838255974307,61.7,탐욕
2021-08-03,90.65732094488483,55.79016340877197,93.55299302613811,14.62045981904164,44.521834455837585,51.293818492935685,62.0,탐욕
2021-08-04,89.28335466179483,58.03175757889832,97.64831017961856,12.577714012434246,48.93576507373256,50.37475453765221,63.3,탐욕
2021-08-05,90.11511053730707,57.72174991749546,97.24578701048854,14.50235661666881,49.855185186192415,54.26326250063494,64.1,탐욕
2021-08-06,91.1826422865094,57.34810787629516,96.69409525044698,19.340419266900334,55.43310308820105,54.6017479443653,65.7,탐욕
2021-08-09,91.70287865216073,56.743956920267934,95.68521698800582,22.927376390316848,55.75533988850331,55.37524848114218,66.2,탐욕
2021-08-10,92.0161262262387,55.75663193362303,94.02539197825722,25.5547104725744,55.65366894724646,54.29710810982991,66.0,탐욕
2021-08-11,91.64814668480236,54.5023780839803,91.85116091793446,26.352681591827533,43.55423378347331,56.26679411328883,63.7,탐욕
2021-08-12,92.09716557963623,53.82408126280346,90.67201581224744,27.714303709768846,40.30979071861087,57.90588551496062,63.3,탐욕
2021-08-13,91.15606627633775,51.845706596056296,87.09901987208524,24.97167854340653,39.05701241218615,57.12206841550085,61.3,탐욕
2021-08-17,91.31886210819644,50.34020357332771,84.38241875267822,26.255335867180495,33.17528754108058,49.883612462777286,59.1,중립
2021-08-18,90.99269519191897,51.152976826624965,85.9083269714626,25.775423795863656,35.94885980465867,51.17322244130344,60.0,중립
2021-08-19,88.45316790812736,47.904345975616124,80.02236179923582,27.868063747600207,28.230383262576268,47.44291632087805,56.4,중립
2021-08-20,89.06874765032474,45.9254326346023,76.42718750749667,28.58968738329355,28.48816366437545,43.402604045140635,55.2,중립
2021-08-23,87.98366255360818,47.49830830959685,79.288288936648,27.253777026341915,30.384782335949794,48.5475171720529,56.5,중립
2021-08-24,86.12870064465714,49.99816944732061,83.92097733386579,26.296927959240946,36.7357409739687,49.77636923484903,58.4,중립
2021-08-25,86.10941107780961,50.431180457398604,84.74077669857245,27.581925840361542,30.23235479451263,50.0757896023081,57.9,중립
2021-08-26,86.0348344791962,49.41003123977568,82.9797967682167,29.66094508377854,29.02694028095489,52.557710310930375,57.7,중립
2021-08-27,86.03825167193081,49.657908003035494,83.49709564725744,27.430229149609325,30.58775642321352,52.6089013717749,57.8,중립
2021-08-30,86.76975432839987,50.17941693136052,84.48837153513234,28.483720173149603,33.48206293274416,53.8425333196747,59.0,중립
2021-08-31,84.86275272463614,53.041668677624955,89.79443043500143,29.51130429075893,44.36461236191583,49.674147462180166,61.6,탐욕
2021-09-01,84.95973577418258,53.37613519014077,90.5410153686804,32.00294750139104,48.18597574874986,50.94502308575799,62.9,탐욕
2021-09-02,85.83485519302246,51.64382620977606,87.53830645825131,31.930091223155237,45.8696485100083,54.22596352931887,62.1,탐욕
2021-09-03,85.251414419163,52.8865868252243,89.96687123432523,34.47736354848676,53.89752106690396,53.27778726291328,64.2,탐욕
2021-09-06,85.23398660807834,52.90240772394095,90.18555025125274,38.075381604498496,58.46115439824483,52.32327402944881,65.4,탐욕
2021-09-07,85.15788192666743,51.98476486488769,88.65286858044908,39.774501125981296,54.00084065823677,54.076490566400835,64.6,탐욕
2021-09-08,84.98982311554204,50.643777503477274,86.29944678771389,41.29881027300789,60.200996651075044,50.69300781439707,64.7,탐욕
2021-09-09,83.94914955729358,48.05552363524742,81.6474963863163,42.988512479591165,58.201895775226625,54.60542054338416,63.4,탐욕
2021-09-10,83.82734042357384,48.61733564462491,82.71295098137442,44.18726526334177,55.70241978750983,54.038883644813076,63.4,탐욕
2021-09-13,84.52872930864298,48.69522249840178,82.9152608225887,44.08371084523948,48.03553873152087,49.6788099770861,62.0,탐욕
2021-09-14,84.69897840061226,49.77155182917791,84.93537233054258,43.067555813279206,50.363077549573205,50.85135358836398,63.0,탐욕
2021-09-15,84.84921299839607,49.965939757523316,85.37559967393355,38.40426252018605,54.70183306270187,51.64495130624245,63.2,탐욕
2021-09-16,87.0957662236896,48.69232313101679,83.13008273489415,32.512659332984114,49.325481456251175,52.69147029559535,61.3,탐욕
2021-09-17,88.31626491225342,49.187416873887685,84.13387069386019,30.273348852871845,49.34877640127782,53.30899315095815,61.6,탐욕
2021-09-23,88.70805760906019,48.44875040090605,82.88828460916477,27.92524745736344,35.08880439065807,51.0451462103315,58.6,중립
2021-09-24,90.65355003040652,48.276563086924725,82.6628556591486,27.9674714738948,32.59849326269615,51.140007245613006,58.5,중립
2021-09-27,90.65475920215093,48.68240830292985,83.47204798614453,31.781215942980758,40.05460124181585,49.170208886335374,60.3,탐욕
2021-09-28,89.86116077397044,46.768279296257106,80.03101676570489,36.2754198743227,26.845307258895488,45.4424922395053,57.3,중립
2021-09-29,88.8635385926508,44.781711847952316,76.40406839869479,39.09910648974207,22.28588238855214,45.66128350489244,55.8,중립
2021-09-30,88.8963176314112,45.2307497025838,77.22772486802351,42.41973056475881,26.34998622239489,45.14993983774985,57.1,중립
2021-10-01,90.40219394775627,42.63357000908452,72.4457147802838,43.24605250091033,23.942704969521102,43.717583405755576,55.5,중립
2021-10-05,88.70514300583272,39.6780534780899,66.95373873384426,42.02089858658174,23.209294626876172,40.410566169390776,52.9,중립
2021-10-06,87.43857960721947,36.910865742879146,61.76522744922616,41.41216647766524,16.79844033653542,34.93941037806966,49.4,중립
2021-10-07,85.15721913344078,39.6838327400691,66.6926786039351,37.68493887839512,27.63724830974509,40.00047268508752,52.1,중립
2021-10-08,85.24578082784254,39.58759452824922,66.38827308488877,34.15517984179783,23.163496504733985,40.19703752033972,50.9,중립
2021-10-12,84.67594322951147,37.56084569417495,62.54262218202054,31.15939157806687,19.925864337809813,40.10354728903196,48.6,중립
2021-10-13,83.59130751721145,39.119938499671015,65.24285412571433,30.060764870323204,26.718958345832817,41.507452584686696,50.3,중립
2021-10-14,82.61347425613415,41.523818731415844,69.50368471086061,26.257529557971655,32.446407447874805,46.69923957388083,52.2,중립
2021-10-15,82.10737395834781,42.98720500711818,72.04883282603,30.43372926410714,37.38791250169664,46.030363478427844,54.2,중립
2021-10-18,82.13892875171632,42.61293244297346,71.24154553241449,34.17517475627119,36.88843361679241,47.92809244240051,54.7,중립
2021-10-19,82.06183167807546,43.86687427510861,73.39557383133258,36.84635627574793,38.77877390240772,49.16538089572486,56.1,중립
2021-10-20,82.07353859232654,43.09649087615865,71.86289216052893,35.295043273013384,40.500152085097625,49.52420008996239,55.7,중립
2021-10-21,82.2392348646291,42.86530438207445,71.30417644466208,38.72351387904939,43.612773392810226,47.38252667645363,56.4,중립
2021-10-22,82.39348771039977,42.88941219876153,71.19145021018868,35.45982709179486,42.302958545810505,47.84228449917179,55.7,중립
2021-10-25,82.15793483405898,43.71547289410442,72.57673874278146,32.45670653251493,50.182918060195185,45.897274089002146,56.7,중립
2021-10-26,81.47401614617942,45.2866605201658,75.32610173254555,28.44764094451881,62.6576589389845,48.46770816550997,58.9,중립
2021-10-27,81.34431042412686,44.09411600513,73.05358506115157,28.296999408921803,68.71640091560307,49.98774877640565,59.2,중립
2021-10-28,81.8231196906207,43.32935028483416,71.51803408081199,24.64922763687868,59.01449479127764,48.5896227007204,56.7,중립
2021-10-29,81.72486255562117,41.35614178521956,67.7735380985509,23.02940951041258,52.293142219979686,50.13296968608189,54.5,중립
2021-11-01,81.72551453871698,41.87769056226313,68.56925407830016,18.76759273428769,61.09689723744656,51.09125941658106,55.5,중립
2021-11-02,82.22968329272769,43.78572982445007,71.89758258319704,19.254681967897792,61.976398682795924,50.626576999622564,56.8,중립
2021-11-03,83.44260624759583,41.83883679055484,68.2580986261652,20.91852557029216,47.70705992270998,53.12085416907612,54.3,중립
2021-11-04,85.76245026395357,42.29770117235036,68.98156445104229,24.432246964987247,43.94768960892507,50.76408940548265,54.7,중립
2021-11-05,87.57081175835049,41.62414207502623,67.63771627420627,26.784625359431757,43.03640423948106,52.09488192443391,55.0,중립
2021-11-08,87.50552249325415,41.21966957932146,65.67235530530026,28.904631066994146,36.518890449639656,53.2805049430913,54.0,중립
2021-11-09,89.00573576197147,41.434573766944624,64.36739424082893,32.219260722525235,39.516730276942106,54.86123404971984,55.2,중립
2021-11-10,88.69781072746665,39.83422230335669,60.43421899536826,31.322291743344376,35.61307227149655,51.21352051518837,53.0,중립
2021-11-11,90.72459775976222,39.666127990504414,57.338844496250054,27.600816328540233,35.07936977679968,53.29600606627937,52.3,중립
2021-11-12,89.38537138891587,42.09448248980729,62.14626516006457,28.031165717710515,41.42640879856367,53.61856875668243,54.5,중립
2021-11-15,88.50523713344163,43.79088855644641,64.37221734863529,30.99913992654922,41.84653992664224,56.560495002455305,55.9,중립
2021-11-16,88.97525147765026,43.73071563616814,63.86587644657593,29.654148266833406,44.99717110292435,58.57155573066686,56.4,중립
2021-11-17,88.20135075655655,41.934297484937154,58.679576221306654,29.786466276316382,42.18381171021254,60.789844480720035,54.6,중립
2021-11-18,88.07558171138479,41.21799814756972,56.86662742789876,30.8929219404141,45.804218247300405,62.55131135338738,55.0,중립
2021-11-19,87.49623373496532,42.56469336302122,58.810115886626576,30.906413923682702,48.64866441055275,62.234108048931546,55.9,중립
2021-11-22,86.16664540709087,44.891882077835554,61.88811077378862,29.904026022325468,49.96009745476156,53.74273503139815,55.9,중립
2021-11-23,86.69253864008627,44.09669270097215,59.80995492994733,28.89401268138643,53.8765132917532,49.091938435053244,55.4,중립
2021-11-24,87.05292810874509,44.005802256582896,59.066327804810946,29.515467780816707,52.01721144974256,51.28289251444619,55.4,중립
2021-11-25,87.0913257358329,43.328648328498915,57.120056393424036,30.846059668793096,52.00393171972709,51.13596715119858,55.0,중립
2021-11-26,86.74739085477633,41.06271756779777,50.94251257874299,29.20576197132407,46.158079280448646,52.620610550547,52.3,중립
2021-11-29,86.34135999800188,39.71434226641333,44.54312928371337,34.071788208543126,42.04683888327403,50.93854045350983,50.6,중립
2021-11-30,84.30523999167896,36.06906001789528,34.69398712932338,41.22725967687209,37.750627738050014,49.71542929307648,47.8,중립
2021-12-01,81.62594141619724,39.47129548413486,43.19833270121077,41.923981129396175,47.05305298332026,46.39478246822473,50.8,중립
2021-12-02,80.14539325697395,42.04277949742865,49.579054251163896,42.04119699625335,47.259043288681646,41.26125429942811,51.9,중립
2021-12-03,79.8955178344898,43.402562495106444,52.809343056506975,40.91447717893188,46.30074266599952,45.634948154372815,52.9,중립
2021-12-06,79.9396294380326,43.778189251239915,53.49853335025073,33.45672614200044,47.175733060441736,42.78854752661631,51.8,중립
2021-12-07,79.759304412619,44.88495048028302,53.277392320646,24.566700585517207,53.59192383551968,42.28692024472582,51.5,중립
2021-12-08,80.48686169897331,45.532871497072584,51.78689614665119,23.267197877396114,56.75355500494158,44.17059204246927,52.0,중립
2021-12-09,80.22194290684062,47.11511796641002,54.73818995414972,23.082721570612886,57.19235002504207,46.55053997474744,53.1,중립
2021-12-10,80.93779764392205,46.157052630727016,51.18488677973004,23.319469746445307,49.60691174358316,44.90716552093178,51.1,중립
2021-12-13,81.43517445707788,45.79594829897978,49.766658815230386,22.193598682340255,50.57456815865403,43.88586153464727,50.7,중립
2021-12-14,81.31957747985786,45.16229952082469,47.497849608768185,23.12754741749371,49.181840120929756,44.26590440774482,50.1,중립
2021-12-15,82.12596318185187,45.35275421805821,44.74129928957316,22.360966893568932,51.216371900132145,44.2580143001416,49.9,중립
2021-12-16,82.18537682723598,46.3915601894942,47.71927396435777,20.4049480336658,60.05113295620732,43.75143582761941,51.7,중립
2021-12-17,82.43465362957818,47.1112177335484,49.69993425849866,21.417782700634376,66.31351402189159,40.34995209644486,53.0,중립
2021-12-20,81.68203740032538,44.26118495206645,40.12388791565267,22.24223629397164,69.57591297315757,42.78591011309455,51.3,중립
2021-12-21,81.68868830600798,45.02691692898595,42.22876931824055,18.563630960759472,64.04984650700968,43.42427436671159,50.5,중립
2021-12-22,81.62620634463488,45.658796150638274,43.882217201547896,19.761140516161202,58.45369637352828,43.464616695890065,50.3,중립
2021-12-23,81.64463241909706,46.52227861103666,46.27753165651924,22.39533489007133,56.70437640698435,42.869062520494836,51.0,중립
2021-12-24,82.98428478859758,47.41627079823006,48.77259036466243,24.91147036181678,58.448315980210175,42.53225410213854,52.6,중립
2021-12-27,83.48391933559148,46.84161452490101,46.51901099835241,29.645995631053434,51.730097833170056,45.09057814657851,52.1,중립
2021-12-28,88.16348146240573,48.09207330172354,50.139107991629174,37.52612289591948,53.8919267639657,47.83693814293548,55.8,중립
2021-12-29,90.04527005123686,46.743108166545625,42.80790199456829,39.9898954245652,42.31615240392023,50.721253787636854,53.3,중립
2021-12-30,91.58319416316876,46.02213679210326,34.27106353438913,39.91735969454469,42.98990994171215,53.96640304461682,52.2,중립
2022-01-04,91.98149118891645,46.78102666827421,36.37460830612247,41.19888047641642,47.36195262798719,51.47951905783186,53.5,중립
2022-01-05,90.72527018993435,44.98611839133269,27.534552172912225,47.22308315253797,43.388078760446476,47.85641493128602,51.0,중립
2022-01-06,90.17357489666458,43.30729092753724,17.486063506942717,49.94551091245636,38.084878081751974,41.59418945100724,47.6,중립
2022-01-07,88.99014190290141,45.34124454025563,24.85626232289722,49.47677596954141,41.58993594791663,42.49162056911081,49.7,중립
