Date,volatility,momentum,price_strength,volume,breadth,sentiment_index,grade
2021-08-10,85.75514848143382,3.684693342363601,94.02539197825722,25.5547104725744,55.65366894724646,53.3,중립
2021-08-11,84.7315802025711,0.9542537435152001,91.85116091793446,26.352681591827533,43.55423378347331,50.3,중립
2021-08-12,85.98056675102971,0.0,90.67201581224744,27.714303709768846,40.30979071861087,49.8,중립
2021-08-13,83.36281417066569,0.0,87.09901987208524,24.97167854340653,39.05701241218615,47.9,중립
2021-08-17,83.81564545789213,0.0,84.38241875267822,26.255335867180495,33.17528754108058,46.7,중립
2021-08-18,82.90838276656707,1.6366826120549776,85.9083269714626,25.775423795863656,35.94885980465867,47.6,중립
2021-08-19,75.84445861238885,0.0,80.02236179923582,27.868063747600207,28.230383262576268,43.4,중립
2021-08-20,77.55674917822934,0.0,76.42718750749667,28.58968738329355,28.48816366437545,43.2,중립
2021-08-23,74.5384871288487,2.908716151839302,79.288288936648,27.253777026341915,30.384782335949794,43.9,중립
2021-08-24,69.37874329882536,7.531704849708061,83.92097733386579,26.296927959240946,36.7357409739687,45.5,중립
2021-08-25,69.32508762910777,8.332471330467877,84.74077669857245,27.581925840361542,30.23235479451263,45.0,중립
2021-08-26,69.11764609475449,6.444061922172979,82.9797967682167,29.66094508377854,29.02694028095489,44.3,중립
2021-08-27,69.1271513245079,6.902459973857504,83.49709564725744,27.430229149609325,30.58775642321352,44.4,중립
2021-08-30,71.16189193031167,7.86688549538048,84.48837153513234,28.483720173149603,33.48206293274416,45.9,중립
2021-08-31,65.85739499623241,13.160042492686367,89.79443043500143,29.51130429075893,44.36461236191583,48.8,중립
2021-09-01,66.12716209446738,13.778570811656953,90.5410153686804,32.00294750139104,48.18597574874986,50.1,중립
2021-09-02,68.56138567615059,10.57501493545549,87.53830645825131,31.930091223155237,45.8696485100083,49.0,중립
2021-09-03,66.93849254903088,12.873249902460508,89.96687123432523,34.47736354848676,53.89752106690396,51.2,중립
2021-09-06,66.89001552086071,12.902507461951906,90.18555025125274,38.075381604498496,58.46115439824483,52.5,중립
2021-09-07,66.67832348640383,11.205512176067359,88.65286858044908,39.774501125981296,54.00084065823677,51.3,중립
2021-09-08,66.21085274773208,8.72562666473452,86.29944678771389,41.29881027300789,60.200996651075044,51.2,중립
2021-09-09,63.31612539762849,3.9391734496024067,81.6474963863163,42.988512479591165,58.201895775226625,48.3,중립
2021-09-10,62.97730230745178,4.978131386299638,82.71295098137442,44.18726526334177,55.70241978750983,48.5,중립
2021-09-13,64.9282787424498,5.122167404656598,82.9152608225887,44.08371084523948,48.03553873152087,47.9,중립
2021-09-14,65.40184194480815,7.112621296784953,84.93537233054258,43.067555813279206,50.363077549573205,49.1,중립
2021-09-15,65.8197330266845,7.4721025424357395,85.37559967393355,38.40426252018605,54.70183306270187,49.4,중립
2021-09-16,72.06872341677955,5.1168056097754615,83.13008273489415,32.512659332984114,49.325481456251175,48.2,중립
2021-09-17,75.46365058346727,6.032381576431669,84.13387069386019,30.273348852871845,49.34877640127782,49.1,중립
2021-09-23,76.55345730146078,4.666366998838739,82.88828460916477,27.92524745736344,35.08880439065807,46.3,중립
2021-09-24,81.96501991574407,4.347941309331495,82.6628556591486,27.9674714738948,32.59849326269615,47.2,중립
2021-09-27,81.9683833359941,5.098470136058334,83.47204798614453,31.781215942980758,40.05460124181585,49.2,중립
2021-09-28,79.76091774138465,1.558674812799604,80.03101676570489,36.2754198743227,26.845307258895488,45.8,중립
2021-09-29,76.98594167857733,0.0,76.40406839869479,39.09910648974207,22.28588238855214,43.7,중립
2021-09-30,77.07711953089978,0.8132049537555909,77.22772486802351,42.41973056475881,26.34998622239489,45.2,중립
2021-10-01,81.26585030458646,0.0,72.4457147802838,43.24605250091033,23.942704969521102,44.9,중립
2021-10-05,76.545350069745,0.0,66.95373873384426,42.02089858658174,23.209294626876172,42.3,중립
2021-10-06,73.0222897579439,0.0,61.76522744922616,41.41216647766524,16.79844033653542,39.3,공포
2021-10-07,66.67647986727329,4.395316293117414,66.6926786039351,37.68493887839512,27.63724830974509,40.9,중립
2021-10-08,66.92282220673636,4.242773049414532,66.38827308488877,34.15517984179783,23.163496504733985,39.7,공포
2021-10-12,65.33776753908191,1.0302565710393226,62.54262218202054,31.15939157806687,19.925864337809813,36.8,공포
2021-10-13,62.32075549298133,3.501510652830892,65.24285412571433,30.060764870323204,26.718958345832817,38.0,공포
2021-10-14,59.6008240963909,7.311802646928914,69.50368471086061,26.257529557971655,32.446407447874805,39.4,공포
2021-10-15,58.19306047802486,9.631356232397813,72.04883282603,30.43372926410714,37.38791250169664,41.5,중립
2021-10-18,58.280832981387455,9.03811213648208,71.24154553241449,34.17517475627119,36.88843361679241,41.7,중립
2021-10-19,58.06638051844915,11.025683921862246,73.39557383133258,36.84635627574793,38.77877390240772,43.3,중립
2021-10-20,58.09894435616688,9.80458078259543,71.86289216052893,35.295043273013384,40.500152085097625,42.7,중립
2021-10-21,58.55984348004939,9.438136549675708,71.30417644466208,38.72351387904939,43.612773392810226,43.6,중립
2021-10-22,58.988911681066405,9.47634886146435,71.19145021018868,35.45982709179486,42.302958545810505,43.0,중립
2021-10-25,58.33370011339012,10.785703800424615,72.57673874278146,32.45670653251493,50.182918060195185,44.2,중립
2021-10-26,56.43131860733552,13.27612888639581,75.32610173254555,28.44764094451881,62.6576589389845,46.2,중립
2021-10-27,56.07053044459752,11.385875471004868,73.05358506115157,28.296999408921803,68.71640091560307,46.0,중립
2021-10-28,57.40238159832101,10.173676683842846,71.51803408081199,24.64922763687868,59.01449479127764,43.7,중립
2021-10-29,57.12907051650141,7.046024794418034,67.7735380985509,23.02940951041258,52.293142219979686,40.9,중립
2021-11-01,57.130884066278156,7.8727103769432025,68.56925407830016,18.76759273428769,61.09689723744656,41.9,중립
2021-11-02,58.533274921445845,10.897065180118497,71.89758258319704,19.254681967897792,61.976398682795924,43.9,중립
2021-11-03,61.90712950168014,7.811124856447808,68.2580986261652,20.91852557029216,47.70705992270998,41.4,중립
2021-11-04,68.35998483647633,8.53845197418158,68.98156445104229,24.432246964987247,43.94768960892507,43.3,중립
2021-11-05,73.39010541099675,7.4708210655388605,67.63771627420627,26.784625359431757,43.03640423948106,44.2,중립
2021-11-08,73.20849743235202,6.829708296331521,65.67235530530026,28.904631066994146,36.518890449639656,43.0,중립
2021-11-09,77.38147592836904,7.170344112868992,64.36739424082893,32.219260722525235,39.516730276942106,44.8,중립
2021-11-10,76.52495467624563,4.633692623777895,60.43421899536826,31.322291743344376,35.61307227149655,42.4,중립
2021-11-11,82.16264558202394,4.367253220493004,57.338844496250054,27.600816328540233,35.07936977679968,42.5,중립
2021-11-12,78.43746666021708,8.21633837263041,62.14626516006457,28.031165717710515,41.42640879856367,44.5,중립
2021-11-15,75.98929385819793,10.90524207469326,64.37221734863529,30.99913992654922,41.84653992664224,45.5,중립
2021-11-16,77.29668114245995,10.809864445903763,63.86587644657593,29.654148266833406,44.99717110292435,46.0,중립
2021-11-17,75.14400649644958,7.96243568913931,58.679576221306654,29.786466276316382,42.18381171021254,43.3,중립
2021-11-18,74.79416855546461,6.82705897839204,56.86662742789876,30.8929219404141,45.804218247300405,43.3,중립
2021-11-19,73.18265991351235,8.961650348695233,58.810115886626576,30.906413923682702,48.64866441055275,44.2,중립
2021-11-22,69.48429007738955,12.65038176372755,61.88811077378862,29.904026022325468,49.96009745476156,44.9,중립
2021-11-23,70.94710952996448,11.389959685937425,59.80995492994733,28.89401268138643,53.8765132917532,45.0,중립
2021-11-24,71.94956533692456,11.245892969125578,59.066327804810946,29.515467780816707,52.01721144974256,44.8,중립
2021-11-25,72.05637179936338,10.172564041636678,57.120056393424036,30.846059668793096,52.00393171972709,44.4,중립
2021-11-26,71.09968591169202,6.580930098038242,50.94251257874299,29.20576197132407,46.158079280448646,40.9,중립
2021-11-29,69.97027446775256,4.443675692407783,44.54312928371337,34.071788208543126,42.04683888327403,38.9,공포
2021-11-30,64.30662305307052,0.0,34.69398712932338,41.22725967687209,37.750627738050014,34.9,공포
2021-12-01,56.85391244649543,5.3217354025952375,43.19833270121077,41.923981129396175,47.05305298332026,37.5,공포
2021-12-02,52.73563422593364,9.344019470393375,49.579054251163896,42.04119699625335,47.259043288681646,38.8,공포
2021-12-03,52.04058320455381,11.470975523375582,52.809343056506975,40.91447717893188,46.30074266599952,39.5,공포
2021-12-06,52.163283607788024,12.05852633404505,53.49853335025073,33.45672614200044,47.175733060441736,38.9,공포
2021-12-07,51.66169328790768,13.789708808998343,53.277392320646,24.566700585517207,53.59192383551968,38.7,공포
2021-12-08,53.685459490944204,14.803178995688745,51.78689614665119,23.267197877396114,56.75355500494158,39.5,공포
2021-12-09,52.94856398027743,17.278109709644035,54.73818995414972,23.082721570612886,57.19235002504207,40.5,중립
2021-12-10,54.939778487176696,15.779515545455022,51.18488677973004,23.319469746445307,49.60691174358316,38.9,공포
2021-12-13,56.32327694635998,15.214680534663206,49.766658815230386,22.193598682340255,50.57456815865403,38.8,공포
2021-12-14,56.00173352969885,14.223534810335577,47.497849608768185,23.12754741749371,49.181840120929756,37.9,공포
2021-12-15,58.24476807957572,14.521441735037193,44.74129928957316,22.360966893568932,51.216371900132145,38.2,공포
2021-12-16,58.410032492128124,16.146329421229147,47.71927396435777,20.4049480336658,60.05113295620732,40.3,중립
2021-12-17,59.103418397599576,17.27200901276282,49.69993425849866,21.417782700634376,66.31351402189159,42.2,중립
2021-12-20,57.00994848507801,12.814022344211235,40.12388791565267,22.24223629397164,69.57591297315757,39.3,공포
2021-12-21,57.02844857901212,14.011771004146217,42.22876931824055,18.563630960759472,64.04984650700968,38.6,공포
2021-12-22,56.85464936883598,15.000148809680129,43.882217201547896,19.761140516161202,58.45369637352828,38.5,공포
2021-12-23,56.90590315661404,16.350797588878567,46.27753165651924,22.39533489007133,56.70437640698435,39.4,공포
2021-12-24,60.63226703209398,17.749169312246995,48.77259036466243,24.91147036181678,58.448315980210175,41.9,중립
2021-12-27,62.022045581550096,16.850298947616192,46.51901099835241,29.645995631053434,51.730097833170056,41.2,중립
2021-12-28,75.03866963971997,18.806251381871892,50.139107991629174,37.52612289591948,53.8919267639657,47.2,중립
2021-12-29,80.27303429905706,16.696216498049584,42.80790199456829,39.9898954245652,42.31615240392023,45.1,중립
2021-12-30,84.55090890623543,15.568481828976715,34.27106353438913,39.91735969454469,42.98990994171215,44.3,중립
2022-01-04,85.65880800173788,16.755528158005145,36.37460830612247,41.19888047641642,47.36195262798719,46.2,중립
2022-01-05,82.16451600718742,13.947954426969838,27.534552172912225,47.22308315253797,43.388078760446476,43.1,중립
2022-01-06,80.62992579713213,11.32195289427632,17.486063506942717,49.94551091245636,38.084878081751974,39.7,공포
2022-01-07,77.33810020311306,14.503438436781597,24.85626232289722,49.47677596954141,41.58993594791663,41.6,중립
2022-01-10,78.25402008215778,12.317187169826052,18.81380740539026,50.19298126020496,35.918287787818414,39.3,공포
2022-01-11,78.71939785494834,12.587360819818901,18.955358709228065,47.848307699222154,43.38111872249694,40.3,중립
2022-01-12,73.03627391630722,16.634121005504547,28.62934034369264,39.95446586047808,49.57801560271653,41.6,중립
2022-01-13,73.19550095521538,15.92832041250454,26.400705923631424,35.21953562141992,46.30639048535791,39.8,공포
2022-01-14,69.934905808618,12.887052177345643,17.784195794308097,34.23911512567956,38.4318899370184,35.2,공포
2022-01-17,69.2390896811808,10.578480455399532,10.95883595916326,35.902686813153025,32.379805646615,32.4,공포
2022-01-18,69.0715771672024,8.543759806628197,5.411836789199578,34.96056803955076,31.2126697446119,30.4,공포
2022-01-19,73.49994587245983,6.925718359175696,0.7014199643372409,33.08187961653309,25.377716164981777,29.0,공포
2022-01-20,72.52757029564728,9.091396840057111,5.077203851159039,28.10791016363873,31.595388139258546,30.4,공포
2022-01-21,71.91391289656656,6.769471083620783,0.0,27.71863986817258,30.499479943624024,28.4,공포
2022-01-24,70.25557973948783,3.187768005604096,0.0,24.89970354987735,25.238498350755478,25.9,공포
2022-01-25,63.302768063817226,0.0,0.0,26.413417550891378,23.128218033683822,23.3,공포
2022-01-26,63.297504897679765,0.0,0.0,26.630989243077806,24.378501535317042,23.5,공포
2022-01-27,52.463276916245086,0.0,0.0,29.49350026686448,13.995589435303117,19.6,극도의 공포
2022-01-28,43.535584795205,4.338612645859659,7.072344760282894,27.729341448703188,23.3096944728412,21.0,공포
2022-02-03,37.26505842242832,8.992743685646857,13.511999375085933,26.93530214621367,29.565184986909514,22.7,공포
2022-02-04,33.14768426290226,13.476618411537524,19.656304333149887,24.861824045693467,29.21467675881469,23.7,공포
2022-02-07,33.87835917073268,13.789238396271442,18.903473751665228,25.534538294638846,29.50109740400194,24.0,공포
2022-02-08,34.49722455048874,14.255018203003253,19.107595851673395,28.722337280033344,32.119189644181716,25.1,공포
2022-02-09,35.65964321662841,16.71955455254021,22.34771165871209,31.502644364717035,37.400500895035286,27.9,공포
2022-02-10,35.651733609779015,17.37248190350921,22.793599155093563,33.22158987552299,39.93104895492244,28.8,공포
2022-02-11,35.16159928295794,15.426081784189158,19.28711726222603,32.323778264757614,39.735141807304444,27.3,공포
2022-02-14,37.27481974499741,11.927294776718334,13.028433236521137,36.85385456515884,33.63944346733605,25.5,공포
2022-02-15,29.383900748548655,9.598934376985154,8.983387111995699,37.719195621937104,33.670779230625385,22.3,공포
2022-02-16,22.51159430779437,15.183670409114125,16.676793243576164,35.4265628593016,43.690763550511605,24.6,공포
2022-02-17,22.47402142480874,16.94493605465707,18.76304481602325,37.97208094362083,52.71368190356919,27.2,공포
2022-02-18,23.00817411674241,17.323845336857566,18.82528880184392,39.118095407419105,54.141240110939734,27.8,공포
2022-02-21,23.44076845806032,17.56376637297438,18.72105398402157,35.71552824794783,69.47853166851037,29.8,공포
2022-02-22,22.883606119065036,14.226323599505847,13.36287536817088,35.56097842168977,56.787154475637394,25.8,공포
2022-02-23,22.994989166347267,16.468237249458944,15.207326198426474,38.48675155402767,52.03051444440682,26.5,공포
2022-02-24,17.567513076308273,9.958793927894579,4.967289212562328,43.22526021295589,33.97863921366647,19.5,극도의 공포
2022-02-25,23.34730607265996,13.279460241632549,9.015233694178791,46.75383504119686,39.93810877864106,24.0,공포
2022-02-28,22.47831835482708,16.714515168416572,12.261110869581355,48.586121358797946,43.43940475722749,26.1,공포
2022-03-02,41.672439055581144,17.58108547611261,12.88945347942467,45.387880429874464,40.45913062824724,30.3,공포
2022-03-03,43.01877507408109,22.851317590415995,19.195925051313292,45.93966967607403,46.75462151971141,34.2,공포
2022-03-04,44.32205624328353,19.382930728847256,14.324175585300239,39.98411547360061,45.63066856114002,31.6,공포
2022-03-07,40.69876513647691,13.324184731778393,5.330679569304136,37.63089192988496,43.534312817370406,26.7,공포
2022-03-08,38.445109041959945,10.327522957986723,1.1451691633185341,35.22803730358131,43.4318291407158,24.2,공포
2022-03-10,21.878009776102758,17.680302921423692,9.53064641492668,36.8522192267042,44.08042133716225,23.9,공포
2022-03-11,17.920350516752862,16.89108262583437,6.7740967464527815,39.38207281053994,40.17791471445036,22.0,공포
2022-03-14,17.842067323913696,15.897143251204824,4.511222120544085,35.79314383925298,38.681166954548246,20.5,공포
2022-03-15,17.751372641152003,13.273238423036887,1.0192320131316783,35.80206775473047,36.714124118728165,18.8,극도의 공포
2022-03-16,16.8567372378308,18.759190887601807,6.477297911168183,39.33930066327516,44.83985501180863,22.8,공포
2022-03-17,15.49331072484567,23.891964091068264,11.58501605937249,38.12816370490037,47.41197398286603,25.0,공포
2022-03-18,22.20172336980839,25.991747044917197,13.396171128899484,33.63488712894334,56.846824239702734,28.3,공포
2022-03-21,21.92537795034991,23.63837810820297,10.360212767687136,31.360934114608348,51.110795842660025,25.8,공포
2022-03-22,19.865457577869208,27.219246547907893,13.827602185644015,29.033465398414155,51.28902275793107,26.6,공포
2022-03-23,17.776909569811437,30.931301273321854,17.454259860334535,30.200312161328295,53.57961906314078,28.2,공포
2022-03-24,21.152764189058104,31.080292964393674,16.673894886485137,37.08330485542079,47.834608033494035,29.1,공포
2022-03-25,21.5010350969588,31.554001767818267,16.720233254123354,35.871969685517485,52.24309870507863,29.8,공포
2022-03-28,35.952219092191584,31.90553010780684,16.659438446848196,42.13413094864713,62.735569411618854,36.0,공포
2022-03-29,37.581763393725865,33.8695606998338,18.325817045096667,46.5982484322936,70.47376592480771,39.1,공포
2022-03-30,38.7170874081034,35.028354148406656,19.146688326584048,44.35279029497332,63.97960630843763,38.5,공포
2022-03-31,38.53102733042345,36.8857589816189,20.72618690373814,42.885725760100804,71.00202714566186,40.1,중립
2022-04-01,42.90869947335604,34.88064194746302,18.14919399163506,52.191023332737764,70.3368640315739,41.5,중립
2022-04-04,45.72196577247149,37.68242514723805,20.76238102155777,55.28845071690638,80.23326177864813,45.3,중립
2022-04-05,60.81194508796644,38.17291990175793,20.950597503383477,64.29615883896243,76.42895407751638,50.0,중립
2022-04-06,62.250289067620535,35.2348042763024,17.451361503243508,67.46408413285613,61.380779189432346,47.2,중립
2022-04-07,67.94019740900218,30.238746831731234,11.780478433925765,64.6936167877776,47.27380729441879,43.7,중립
2022-04-08,69.70815146253487,31.12392476862921,12.436284744497451,58.280645117429174,53.80894079073653,44.5,중립
2022-04-11,70.73480925070562,30.35149238271738,11.380893959364327,53.38673029515045,45.07518625816036,42.3,중립
2022-04-12,70.29931279155433,27.058911938398474,7.567468981393607,40.88167970859094,30.248053870227892,36.5,공포
2022-04-13,66.22877437896062,34.09095590430459,14.76720007040887,31.933763853075632,46.968375430487995,39.9,공포
2022-04-14,71.03871602477713,34.32823388334093,14.799046652591963,26.454939513273086,46.94392529670137,40.3,중립
2022-04-15,69.79007235565821,31.76414724874298,11.80942665901783,22.453814875292156,42.94258028678997,37.6,공포
2022-04-18,71.65925376365479,31.679470769698483,11.396799577546782,24.98815488832666,39.53552428872953,37.8,공포
2022-04-19,71.2994481903762,35.50104738034576,15.11464946315004,28.054644175623938,44.40061651433789,40.6,중립
2022-04-20,74.11926060061259,35.77464234915109,15.085701238057975,38.90630512574971,41.814412133423346,42.6,중립
2022-04-21,73.78993432019686,37.39495171085882,16.463976072294923,43.280359417957484,47.466221961464555,44.7,중립
2022-04-22,71.49129795034113,34.49432881458804,13.061728997249741,47.98313486262969,38.6901820235638,42.1,중립
2022-04-25,63.035495839407176,28.323963912470017,6.173253183156021,46.91621897444785,31.865780079549936,35.9,공포
2022-04-26,63.03840566628672,30.20887332576363,7.791879581038947,41.623638913965195,37.57263337301699,36.7,공포
2022-04-27,60.96469780832945,26.577357772182026,3.557167796142287,32.43237711048444,39.01437061395017,33.3,공포
2022-04-28,57.553897004160795,32.307348198161606,7.673152977761472,31.526256168952056,44.17535736761664,35.4,공포
2022-04-29,54.773316610379766,36.64279639784522,11.6632010091938,29.155218619474148,50.32210346832884,37.1,공포
2022-05-02,56.20172261235029,35.89965951158832,10.562885689149788,27.73811145049059,53.64323422695305,37.3,공포
2022-05-03,56.24462559675451,35.20837420212721,9.550899568745672,29.87496996489884,42.53140444758436,35.6,공포
2022-05-04,57.76062696718162,35.61215116893757,9.132511118910754,31.798420410449594,41.97558795234515,36.2,공포
2022-05-06,59.08302806000496,32.31060312861009,4.346192495446575,36.49452972253422,39.94303486970893,35.2,공포
2022-05-10,52.02000614882347,25.438105209602917,0.0,35.07516369391162,33.965981203634854,29.7,공포
2022-05-11,52.03518652593235,25.223521198429623,0.0,32.68554972662189,27.389328099427928,28.3,공포
2022-05-12,48.50867416623379,19.25225033446532,0.0,32.811528633069415,23.81755014891513,25.4,공포
2022-05-13,45.78163889293203,27.926858113674985,7.172264446436031,27.382098171318574,33.093319180644556,28.9,공포
2022-05-16,45.88150379808129,27.170180281946244,6.157881055747602,19.675704412546523,34.58766344941246,27.6,공포
2022-05-17,43.86166433575591,31.176139195647995,9.317584283539798,19.629045988878623,44.39111487984427,30.2,공포
2022-05-18,43.59624146881297,32.368293432822846,10.051238081197228,22.56073277578654,43.415344043944295,30.9,공포
2022-05-19,43.730750513846026,29.64342704849835,5.596389538740878,21.171983925202987,42.830392407368144,29.1,공포
2022-05-20,35.00040249504505,40.82008870843562,11.813856525613222,23.54826230511097,45.905212295671845,31.7,공포
2022-05-23,35.087402184670836,42.73086269148262,12.885174709959093,22.650400775125515,42.66317968835131,31.8,공포
2022-05-24,31.98446081259692,35.81619449730507,7.3881381643524175,23.540034090717313,38.63090900059133,27.8,공포
2022-05-25,36.94544393243117,38.28094306316882,8.891171453586342,22.112120535586502,41.29258977139565,30.1,공포
2022-05-26,37.47624211457757,37.910535271612105,8.259489455585687,21.79523010993106,41.07990138571002,29.9,공포
2022-05-27,37.56903416901445,42.99004761121389,11.649647657364408,20.798413715846667,49.096658250043355,33.0,공포
2022-05-30,36.97829343479984,49.09048153955551,15.835664394447871,19.398243510519464,60.71157449774011,36.7,공포
2022-05-31,38.49220387021135,52.423290144914006,17.986286506486234,17.396026534329202,63.25567891163987,38.4,공포
2022-06-02,36.58160062512314,48.04609495741959,14.422672786267885,15.363180382686235,66.11623035665643,36.3,공포
2022-06-03,36.225926820152985,50.50344326462114,15.966766375300192,15.807924237073081,61.24109750039878,36.4,공포
2022-06-07,30.8400476236595,42.940870809904126,10.098926224663856,16.805160726000437,54.48140520326375,31.2,공포
2022-06-08,33.68295183159417,43.19700637458796,10.073740418724531,21.59315845104257,50.92583209297907,32.1,공포
2022-06-09,40.9094752879691,43.44393855585758,9.979722031469649,24.466651263093034,49.911042905309756,34.2,공포
2022-06-10,38.01466359586819,38.60060975027647,6.063862668492718,28.098977263730653,50.58938143279323,32.2,공포
2022-06-13,18.882259851446264,22.766569955483867,0.0,31.085396220887656,30.402994897513636,19.6,극도의 공포
2022-06-14,28.544204085614908,21.314030223895188,0.0,34.53646452782149,27.771830393888635,21.8,공포
2022-06-15,23.68071731922204,13.908230724566689,0.0,37.59789765936439,27.449363403813052,19.2,극도의 공포
2022-06-16,26.15186769531313,15.36008471764153,0.46979342408739344,34.48697037514699,25.90599350641979,19.5,극도의 공포
2022-06-17,26.735233107566586,14.302261733885407,0.0,33.87299429442419,25.483116738089592,19.2,극도의 공포
2022-06-20,22.945889709449233,5.913748102740294,0.0,32.91244220522071,16.98472634815886,14.7,극도의 공포
2022-06-21,30.02503367996441,9.986453662052039,1.958028362275039,30.28613189711326,13.826655177366078,17.0,극도의 공포
2022-06-22,21.77391623784888,0.0,0.0,26.958101267513456,8.187262565577129,10.7,극도의 공포
2022-06-23,22.83692874032478,0.0,0.0,31.016132072930976,8.15585179283623,11.6,극도의 공포
2022-06-24,10.439229691779786,9.943472041264712,5.276068480308277,31.739835022874413,16.401088643275088,13.4,극도의 공포
2022-06-27,4.224375768196808,16.911283677985477,8.840523470040173,30.399200128589683,24.697810561339907,15.3,극도의 공포
2022-06-28,4.833667534773184,21.336967521215698,10.87608424896241,32.3969040501249,27.985161702569258,17.8,극도의 공포
2022-06-29,6.635206289606074,14.243605484065261,6.425529451041409,30.24674609243318,25.589422641093194,14.9,극도의 공포
2022-06-30,6.468480369115156,6.969767087209579,1.8488254200560033,25.869660575572322,24.816776623271068,11.3,극도의 공포
2022-07-01,6.255176943093218,2.959759155769641,0.0,23.09118255937217,28.2885022431076,10.0,극도의 공포
2022-07-04,8.08006041603177,2.9245173001406743,0.0,22.598798944951174,28.69278871237269,10.4,극도의 공포
2022-07-05,0.0,11.175555501600838,4.123911216543847,18.06951959897354,38.21113482310039,12.1,극도의 공포
2022-07-06,0.0,3.135724845836927,0.0,18.54006510146132,33.8539744968262,8.6,극도의 공포
2022-07-07,0.0,11.670530359628453,4.17094471004926,16.5491527259924,39.849640131652016,12.2,극도의 공포
2022-07-08,0.0,15.775056961458155,5.783665661301372,15.05219510533471,45.89094677986832,14.2,극도의 공포
2022-07-11,13.059733318015645,14.701884735091255,4.7631279205853785,14.048009769873682,42.91113529820111,16.4,극도의 공포
2022-07-12,12.533661374581314,11.413417284833901,2.541452945217511,16.856740929760853,47.157732612736396,16.1,극도의 공포
2022-07-13,15.055634364282284,14.237625074543821,3.6123272226689354,16.150837455878545,51.68900903313381,18.2,극도의 공포
2022-07-14,15.301401583141967,13.890470345237194,2.9915179682641266,17.616708731729624,44.12794451023954,17.2,극도의 공포
2022-07-15,14.811870058917904,16.32050143808963,3.8462270609125104,16.70023897709141,39.87672437459847,17.0,극도의 공포
2022-07-18,14.26394495767451,26.389885315300273,8.372475986448883,16.625398737424433,43.74598646170375,20.9,공포
2022-07-19,15.93528272001835,26.649481006014696,7.941980470910181,16.216461203770848,48.95117189779744,22.0,공포
2022-07-20,28.02925412223398,30.63614921182541,9.539241369216882,18.118730776958625,58.88138079882629,28.1,공포
2022-07-21,31.29153144687608,35.82707157263629,11.783215512474081,19.232604519704886,67.27387440271818,32.1,공포
2022-07-22,38.781943777749504,33.35881984162988,10.17188388629084,23.1431319933168,64.90902587000826,33.3,공포
2022-07-25,42.61733872615834,36.141864858882144,11.23303286313037,24.469335545875683,61.042314582493276,34.8,공포
2022-07-26,44.13643768195197,38.63024364321886,12.16543345208733,28.28838357130266,75.21573377988385,38.7,공포
2022-07-27,51.37598669536587,40.540627159670926,12.49734769337631,29.033840336396754,70.30075325546645,40.4,중립
2022-07-28,60.00189569971295,46.03928830190425,14.494574720695748,36.228616419726585,70.7968444322365,45.5,중립
2022-07-29,64.60836304336621,49.954758001955895,16.136670550541048,40.746530819440885,76.55538535786978,49.5,중립
2022-08-01,65.13863627225771,50.53346213678353,16.212553073921484,46.43654058122967,85.83147846290541,52.0,중립
2022-08-02,72.10182634848488,48.32119093782809,14.934703236839187,48.76852431642663,79.29797793004263,52.3,중립
2022-08-03,88.46801017048071,53.12282438975093,17.143373753786406,52.97404983053479,83.93581519654899,59.4,중립
2022-08-04,98.34656151800937,55.86248033009418,18.323109859466655,49.16224787191701,84.16754017656442,62.2,탐욕
2022-08-05,98.29770739750529,59.90980788389867,20.112919715944443,46.11291613693083,81.84777708245015,62.8,탐욕
2022-08-08,100.0,60.80555447233363,20.345631061246237,43.347683345894914,84.03281878235786,63.4,탐욕
2022-08-09,100.0,63.36629486887928,21.39380781812303,39.39240570394646,83.52598640525372,63.6,탐욕
2022-08-10,93.85901360488391,59.062587745620206,19.109230076453123,37.98849008776927,70.58789724728464,58.3,중립
2022-08-11,88.71989178872185,68.46046564439531,23.44972523461952,40.08877656817004,82.48783911445925,62.4,탐욕
2022-08-12,88.51366456620488,69.73477029716292,23.870611405153145,40.12270330213894,81.91299374943564,62.6,탐욕
2022-08-16,97.01767879456156,71.26025615906245,24.435185283533123,38.845262666761556,81.56353307237802,65.0,탐욕
2022-08-17,94.22161423093102,68.66821160617538,22.8081930956808,37.03773348376583,74.56438250685628,62.0,탐욕
2022-08-18,93.41849722798196,67.98115853439546,22.082078754839266,33.58886863304196,68.74422312961443,60.1,탐욕
2022-08-19,92.84804239805344,66.38672942892443,20.722622634407696,30.940751102651713,60.65606075534906,57.7,중립
2022-08-22,88.61377220738802,62.28688462731951,17.924052491341836,29.949176785659944,52.301199272105414,53.6,중립
2022-08-23,84.15321635586194,59.214532773754556,15.43490394724769,31.079064025587794,49.09795366020571,51.0,중립
2022-08-24,83.88969184072738,64.20673797938767,16.962576572865878,31.184290685114796,46.9233476621434,52.1,중립
2022-08-25,80.03411671108739,73.12843293856808,20.245680159001846,31.841132799928978,50.84460936692558,54.7,중립
2022-08-26,81.53949950173497,74.52337536267923,20.657699644145584,33.40781463741986,47.89212092098166,55.3,중립
2022-08-29,68.95205797900766,61.48619947501053,14.7408095401108,34.52819343234874,38.32642466974005,46.5,중립
2022-08-30,66.32283306265435,67.8951949420759,17.368107471928802,31.61870924184648,41.16460074949553,47.9,중립
