Date,volatility,momentum,price_strength,volume,breadth,safe_haven,sentiment_index,grade
2020-09-08,50.3270273079368,94.84144971289045,88.83113269990545,86.55291638128955,43.90809531854216,51.642002693682834,69.4,탐욕
2020-09-09,51.008953651079366,92.66658897208605,86.62530358156553,64.66815433755289,66.63116119543639,38.903796241520574,66.8,탐욕
2020-09-10,50.7211413442682,93.58258847474978,88.16531722034374,64.34452330910466,64.43513822015568,39.3720892056337,66.8,탐욕
2020-09-11,50.87784079873845,93.01686382510823,88.02645648170791,38.25820001047731,57.94034107496321,39.002387360464546,61.2,탐욕
2020-09-14,50.78681488765315,94.43823349010736,90.18045294968351,26.19038174014779,56.30444795826536,49.3584499858927,61.2,탐욕
2020-09-15,56.236450175942196,94.75211989762423,90.67389536792166,21.158890610532072,60.13489239071754,65.44397163767076,64.7,탐욕
2020-09-16,56.2017193983184,93.6381704420387,89.99155774291611,13.869182848258193,68.36650823178398,61.314681011527014,63.9,탐욕
2020-09-17,68.51023413045186,90.54265502690835,87.57291067165963,8.680678160955829,51.81864194580626,72.1180302799942,63.2,탐욕
2020-09-18,69.74349560986931,90.22765686565957,87.8921083356541,6.739875556531878,66.85564190304088,66.22457286113705,64.6,탐욕
2020-09-21,69.30687766938564,86.97243246913305,85.75959639447426,6.8656843552044595,48.70730271194181,57.28566445218324,59.1,중립
2020-09-22,65.9154849850718,78.68754339183039,79.84196479774717,10.06543639741151,23.443570828517817,37.374221813115504,49.2,중립
2020-09-23,65.99760777004091,77.81093832663755,79.72247604068463,10.463123762433868,14.47317827188186,35.293032588051645,47.3,중립
2020-09-24,61.00331063204522,66.60744541590013,72.03058225512268,8.320530794751447,9.95332696297318,27.997770630718406,41.0,중립
2020-09-25,61.20888454583766,66.7498386119016,72.65641367795729,10.073395142900926,8.081422190528208,25.375173592291723,40.7,중립
2020-09-28,60.62055996315948,70.97144788219991,76.23755493609036,5.500931594504629,10.514561657264421,34.07011157134811,43.0,중립
2020-09-29,60.984098436669655,73.35216934045488,78.43527890470526,1.8905904438098575,20.19478622145876,31.49319266057246,44.4,중립
2020-10-05,59.89138125148269,77.05918757708294,81.62167176887898,3.506588889073852,23.297886803310007,37.831187310476835,47.2,중립
2020-10-06,61.56632839932234,77.24612778970304,82.27278032410968,6.449701868251231,25.864698267243615,35.72212581568693,48.2,중립
2020-10-07,62.1352072445148,79.31930373792686,84.2122957937052,10.829120216461435,22.83616557083438,45.87586944408154,50.9,중립
2020-10-08,62.59248736836114,79.12456734365452,84.51112310237279,29.40133834505008,19.703384343614434,42.85931415232736,53.0,중립
2020-10-12,62.94063593091038,79.88782514937209,85.45562030001781,43.97215328921397,25.3980018809847,42.051265126683916,56.6,중립
2020-10-13,64.1961686721609,78.88998818859491,85.24488883813339,44.841405542101256,34.68470820771976,48.291231405230384,59.4,중립
2020-10-14,64.07256752647015,74.59578132418746,82.83995296547629,50.29770774050709,24.913711838046254,39.00773509778645,56.0,중립
2020-10-15,63.58512440805203,70.58327998973573,80.56556777119366,73.64383809921176,25.981625809743946,33.481049241107655,58.0,중립
2020-10-16,65.09879752321301,66.23151185466301,78.07266659917562,71.71284086161953,39.50838686427708,25.58054751935746,57.7,중립
2020-10-19,65.65496971895624,66.2884193831189,78.51503911021189,75.27309848975403,41.303001732519675,23.20279100107815,58.4,중립
2020-10-20,65.27514242869836,67.48376521822345,79.71193822395001,81.16943536010841,78.99150196050707,27.49594643645136,66.7,탐욕
2020-10-21,66.11877738246277,68.85270194946702,80.9510188236068,77.07234017262226,80.23429693331946,36.27990175946922,68.3,탐욕
2020-10-22,65.95890853468728,65.26995931408769,78.92337814268258,53.829847094845576,61.19902255485461,31.97589570925208,59.5,중립
2020-10-23,66.63425949064617,65.46582692058301,79.42143897986928,54.426407551789666,54.65817068621843,36.898962196119065,59.6,중립
2020-10-26,71.83059117743075,61.58131173640543,77.16642359079971,50.945698116811,26.74104079805415,45.313220601771725,55.6,중립
2020-10-27,71.50243468021021,58.384466135767696,75.29331491180645,37.88823052970419,17.22066678102825,44.64582711825157,50.8,중립
2020-10-28,79.0276249743704,60.30440705053422,76.97529914169978,31.22529647910764,14.227500392372367,60.64914392554035,53.7,중립
2020-10-29,78.02455099416808,56.083526687815336,74.3658975461929,16.929280533135604,8.474372286714138,56.310294643649904,48.4,중립
2020-10-30,72.53937338083422,44.09036680437761,65.58831462324963,11.625904645970635,2.1882731238837034,39.59485885798253,39.3,공포
2020-11-02,71.01595247205152,49.84990603262053,70.3493357760784,7.3361387167286365,7.42443173986976,44.174967013400554,41.7,중립
2020-11-03,69.09760319965139,57.34886136344299,76.10002626307065,13.531095795955894,23.836823657407606,45.30255548599868,47.5,중립
2020-11-04,68.8799742958137,59.2449608007708,77.70123865075598,25.52528638050042,35.19835422125811,43.5656909636171,51.7,중립
2020-11-05,64.15059722879091,68.53791971320085,83.91297107962399,37.86673402979026,61.968524584380816,48.67718913966249,60.9,탐욕
2020-11-06,64.23401616435802,68.20580347497824,83.99704147751544,42.072669290039364,61.347291953750606,48.88247854669005,61.5,탐욕
2020-11-09,63.14411621288735,72.44608772328469,86.41127542768376,77.2633402448037,66.07154808607629,52.942393233703825,69.7,탐욕
2020-11-10,63.2345322583726,72.51911919005228,86.23457103306657,91.16640788413643,64.55294448400515,57.046096837352266,72.5,탐욕
2020-11-11,63.17067175639742,76.72681592545993,86.06722486384156,94.70877587444757,77.0595103595761,69.6825413619838,77.9,탐욕
2020-11-12,63.899688068980794,74.39092958395884,84.97607968700345,99.27691908490087,72.54422957896936,72.49636898475592,77.9,탐욕
2020-11-13,64.99322801733355,76.27828742554699,85.74336884982733,99.65364958777447,81.22309924195882,78.12817663271838,81.0,극도의 탐욕
2020-11-16,62.68601941122579,82.05140207993995,85.57211257957094,98.99478512274682,89.11480260731753,85.044949320995,83.9,극도의 탐욕
2020-11-17,62.53644750907672,80.80515313046665,85.05904859573977,96.54087515423109,87.13197628992087,82.51144102459972,82.4,극도의 탐욕
2020-11-18,62.661354543535765,80.87826189271091,85.22685583793279,89.49412310593578,91.52218385826822,79.27935064426282,81.5,극도의 탐욕
2020-11-19,63.703353838354204,80.34728375943114,85.04618651805308,77.44049007901054,98.72217307345929,82.29987226589984,81.3,극도의 탐욕
2020-11-20,63.80326241037197,80.33853284423722,84.87700939135888,77.1849169489007,98.54508308586458,82.58634669720912,81.2,극도의 탐욕
2020-11-23,63.227027815329585,85.32782605944604,84.72984773960805,83.98339881608042,98.47828029860287,89.69788280781498,84.2,극도의 탐욕
2020-11-24,64.50434156198124,86.20920764057188,84.58123530462788,80.41793959172611,98.39167315542888,92.14916256522972,84.4,극도의 탐욕
2020-11-25,63.31716492146836,83.79000493358274,83.05329052609385,89.10153512997982,95.78684726029404,89.6821585975592,84.1,극도의 탐욕
2020-11-26,65.03289200549975,85.67781848140682,84.25740690625044,92.16294904258471,96.10825421272271,93.18000355602992,86.1,극도의 탐욕
2020-11-27,75.49261160152479,85.7214751247596,84.06719266610195,91.11085742436013,95.43202935289426,96.67824371521598,88.1,극도의 탐욕
2020-11-30,70.7735521656822,80.22086426399527,80.14600175414809,76.29885752964583,83.12365296536885,91.39025527220201,80.3,극도의 탐욕
2020-12-01,71.33554237115987,84.5015264585223,83.72583963220312,64.64935379457505,84.08826973795975,90.54973642392665,79.8,탐욕
2020-12-02,70.43548525634345,87.96546997199542,83.5455036333609,48.084000464652135,90.1140662913059,93.19803106809958,78.9,탐욕
2020-12-03,73.74906693961685,89.12221412952795,83.36922484651389,22.551468515582744,90.03938180909566,90.44719058015225,74.9,탐욕
2020-12-04,73.47685663589681,91.25875875027644,83.18761929180684,36.43534804351085,89.02502167003897,92.00161193875189,77.6,탐욕
2020-12-07,73.95408984931169,91.68094778808317,82.9961407805554,42.80002614202948,90.5717643545009,89.94245597586581,78.7,탐욕
2020-12-08,69.36239627913731,87.6434746213148,79.08980592332759,55.046490027654635,77.26958038305604,83.2477390208218,75.3,탐욕
2020-12-09,67.8637740528473,91.35699822137552,82.63899923912167,62.843676665638114,82.53277954457306,84.95626946584875,78.7,탐욕
2020-12-10,68.07694855825102,90.1407009691319,81.72717954267684,79.14458641693555,79.45026041782052,85.03723792711794,80.6,극도의 탐욕
2020-12-11,68.07645893166651,91.22537585262651,82.26314692180138,54.26603776978778,76.48288679390309,85.65641901530721,76.3,탐욕
2020-12-14,69.76451456713426,89.98318645169671,81.44099570104314,37.80571012827371,71.73505608556279,78.2722020325589,71.5,탐욕
2020-12-15,69.7614350170233,88.9326630167342,80.80765226855995,25.98228635136719,75.10800764996716,78.14727629567099,69.8,탐욕
2020-12-16,69.82597069334193,89.47302930426544,81.7022682403643,20.78714723964727,73.59985359036841,80.09585828482979,69.2,탐욕
2020-12-17,69.78093743772345,88.71853162578618,81.40493972102732,14.30077222659945,71.83890988608309,80.80865424613675,67.8,탐욕
2020-12-18,69.72916715707882,88.21420322198009,81.34655489376614,11.059244041225579,86.07053239011846,79.16055551821631,69.3,탐욕
2020-12-21,72.14388410697133,88.09450485988651,81.21044259827092,14.610855856164445,82.29540596030871,72.39612352065127,68.5,탐욕
2020-12-22,68.67963118216562,83.19431046494059,77.20655237570762,20.642031240048052,53.156795956845414,61.16722515606021,60.7,탐욕
2020-12-23,69.00002362782094,85.14516859966012,79.42802251807065,21.562633441866296,54.930539278381204,66.90673590209717,62.8,탐욕
2020-12-24,67.54683256919819,88.57768821739012,80.90532274675601,25.40241448026696,58.26381526454565,70.45312034560799,65.2,탐욕
2020-12-28,67.54553279753546,88.06440575228035,80.80639453835472,25.284207308369588,55.03984551266197,69.7105303133313,64.4,탐욕
2020-12-29,71.46474852698627,88.33790161746971,80.71986056682132,24.264001264084328,79.01092669383875,77.72505550846898,70.3,탐욕
2020-12-30,70.92720759827344,91.46702512279614,80.63267040047869,18.31358402691267,78.88497190270921,79.53198561294128,70.0,탐욕
2021-01-04,68.2428603016403,94.6568617954459,80.52434538820947,15.832799465877473,89.42901972073327,81.51018962850968,71.7,탐욕
2021-01-05,67.28262968212361,95.97813943718933,80.42812091684105,27.876696802274747,90.71169367015403,83.19387084277501,74.2,탐욕
2021-01-06,66.59149597091819,94.65451455200022,78.71874615621616,64.73225097140762,87.34133444850039,77.57983554410244,78.3,탐욕
2021-01-07,64.04781296975234,96.50926215239923,80.25657542974079,82.91843467569156,91.60525284038133,83.3535144598295,83.1,극도의 탐욕
2021-01-08,58.7522205541796,98.67166542053432,80.12836826870522,89.58712329814476,94.04212563300713,95.43542107333876,86.1,극도의 탐욕
2021-01-11,59.70378278635071,98.36402912883312,79.76046921543953,97.1135612388613,93.6714881757281,90.98399846457764,86.6,극도의 탐욕
2021-01-12,59.00418777985531,97.65565411270651,78.1117732014929,95.1866866598403,90.6166027944584,90.42908126856935,85.2,극도의 탐욕
2021-01-13,59.154114549620864,97.77401451510217,79.48354811827458,89.78793466074481,90.87856801901988,89.9628330562692,84.5,극도의 탐욕
2021-01-14,59.72109709896655,97.47144904934989,79.43739771833327,81.32706143858645,95.69204441278825,90.63070275944372,84.0,극도의 탐욕
2021-01-15,54.34363053977144,95.22812642770062,74.88297009384515,80.22707605412742,86.68071255789695,85.59341331400728,79.5,탐욕
2021-01-18,48.06335191826544,91.34849503602776,69.27782376320353,68.43556321668643,68.38499874833593,74.90537913163844,70.1,탐욕
2021-01-19,45.09276783633056,94.5694656307417,75.33510471042156,63.24776656056611,75.1630497274267,82.83532518389387,72.7,탐욕
2021-01-20,45.41585961983438,94.91539141802521,76.89704147424827,44.99315265432323,75.77186850697562,84.9757791642066,70.5,탐욕
2021-01-21,45.142838136322425,96.0092091556852,79.41916646128495,48.21406047077788,75.16580744148655,88.76513686685927,72.1,탐욕
2021-01-22,47.91824388558552,94.87377583675237,78.08035773771869,40.38905009464219,64.47041222120139,91.77430135893955,69.6,탐욕
2021-01-25,46.557116088755,96.57369830787822,79.42659346045184,25.718157234252555,66.80449744080414,93.96652972532641,68.2,탐욕
2021-01-26,41.836607263545844,93.77168233708674,74.82112902261727,12.7079728008836,57.3132172476848,84.68175577523486,60.9,탐욕
2021-01-27,41.300295137371215,92.38522008025231,73.52876587601888,7.938175615777437,45.44687565896165,82.65851255684431,57.2,중립
2021-01-28,38.26388213424763,88.69715274611931,69.53351334437691,6.54216612924317,18.442955472035745,74.8264979152957,49.4,중립
2021-01-29,33.16956391283057,80.61245023122878,61.97399088568496,5.386987826788031,11.41877772690557,52.59639516323519,40.9,중립
2021-02-01,32.69038812404965,86.55702032186858,68.49765645078281,4.308500277866315,22.56617892326983,55.20722518468558,45.0,중립
2021-02-02,33.174771502298654,88.63136440804035,71.52489445639615,6.100383200444942,24.864054339670975,53.5063716878303,46.3,중립
2021-02-03,33.46877036466074,89.96465475749676,73.811044218199,8.764779199911915,28.777251068958048,60.208055883587555,49.2,중립
2021-02-04,34.393647267586275,86.47711764746,70.48719278965669,12.345956808502818,31.373138662317313,45.01675739757863,46.7,중립
2021-02-05,43.739862879671556,88.03567135118257,72.81070885533762,18.54395228066501,46.64370170029963,32.93317125851085,50.5,중립
2021-02-08,43.278063130204,85.22953505402818,70.45446010702038,33.938436033272325,30.594284921367322,32.0476248203507,49.3,중립
2021-02-09,43.64021438840715,83.99541167177841,69.82363051320961,79.24272863010819,26.34662658040723,32.8125675563608,56.0,중립
2021-02-10,43.885862155401256,84.5483871166651,71.01959718634345,97.76438234517788,21.928599996258292,32.62653940183702,58.6,중립
2021-02-15,42.35335543770636,87.25488215977933,74.38642419300973,97.77227960838528,31.659213431767718,39.12508547773076,62.1,탐욕
2021-02-16,45.38163562439214,87.69844567410888,75.44215272618216,99.4566306810039,23.54003482910268,50.18922139414096,63.6,탐욕
2021-02-17,49.155364089440525,84.96893771120047,73.27064468968139,99.8110893133115,29.450786130247568,57.276900772328254,65.7,탐욕
2021-02-18,52.063435950252426,80.43760722028036,69.70314042799265,99.15872319548443,24.87901262497827,38.719394511420056,60.8,탐욕
2021-02-19,52.13497604788302,81.55959532488252,71.28907105686424,99.74961539117574,37.75070322560328,39.92424176962464,63.7,탐욕
2021-02-22,53.51271592550394,78.30298518535396,69.14254558473058,99.74419991183123,53.56956679668639,31.80447384119627,64.3,탐욕
2021-02-23,53.74002071898315,76.61912224645742,68.38685149914119,99.66731499490706,33.86442637699304,31.156686300762082,60.6,탐욕
2021-02-24,54.38882807210826,67.78300453021629,62.18991033627535,0.9148532820404967,12.668115693422056,15.10091779170476,35.5,공포
2021-02-25,46.87187133751088,77.89108885761968,70.60931732721653,96.14660807371402,25.414814277595077,34.26287060323814,58.5,중립
2021-02-26,42.00425770237411,68.04623526401083,63.584429048856904,50.90523012116965,19.41905951176007,28.286475399630085,45.4,중립
2021-03-02,43.00436374234364,70.67304446364362,66.02409734390129,44.781531594788,19.211181370552673,38.61457012870568,47.1,중립
2021-03-03,48.913549716694796,73.95328654698893,68.95391819003017,32.52532892531361,29.643889893924857,57.55447124639529,51.9,중립
2021-03-04,52.736473639992845,68.87013499127389,65.59455972009496,23.92261806978019,24.648168682028082,39.272382920219954,45.8,중립
2021-03-05,54.04596038240294,66.05964100832034,63.95959263061104,20.5747646024812,19.878420074583797,33.05443693731981,42.9,중립
2021-03-08,54.68144993603513,61.62552087868619,61.16875053119024,28.245773563145494,10.994352001724916,25.989276723678078,40.5,중립
2021-03-09,55.564134157234776,58.32158375990212,59.13266376515644,23.076655452221207,8.018302697079932,28.450646445207685,38.8,공포
2021-03-10,56.77594775664845,55.25660083206719,57.22985935145931,5.054481485533599,8.412169204150189,22.53098653915025,34.2,공포
2021-03-11,53.75326095529294,61.251148156615166,61.91305497806262,5.615159390175602,18.812516343805246,30.654845465927593,38.7,공포
2021-03-12,52.13319563041022,65.19313743093093,65.232123120791,12.157244195485983,21.523764557708088,39.91646224099462,42.7,중립
2021-03-15,52.358104011176856,63.312514951430174,64.27439095940805,5.7512156656236675,23.887002649402156,36.724470577636936,41.1,중립
2021-03-16,53.860569863014256,64.95934281182184,65.89876961399843,3.5974287696510934,28.583243715472683,30.439986026748734,41.2,중립
2021-03-17,53.96754022230737,61.699210859071066,63.92171031185679,4.5371905728055095,38.9502696183395,27.67979686604337,41.8,중립
2021-03-18,53.98578703528629,62.994265552123466,65.32501833315737,4.591560811657755,21.528798705808256,34.337227849083874,40.5,중립
2021-03-19,55.068734870066685,58.84877435110919,62.64385147543711,2.1477357580029217,35.09456988541521,35.14407896514814,41.5,중립
2021-03-22,55.46770522011481,57.40683856584361,61.97092190285724,3.33046411127764,25.379886152570858,29.253627656888327,38.8,공포
2021-03-23,55.220922622876664,52.57684240091225,58.56510667704724,5.958715286874339,10.40200887114996,26.277966289875483,34.8,공포
2021-03-24,55.1385863918949,50.494360865525046,57.287511525680635,12.35682487713261,14.617877301249276,24.89572908254734,35.8,공포
2021-03-25,59.747684352916835,50.96160919261844,58.16980583757159,9.667097374564342,21.17814360329664,36.81147259215683,39.4,공포
2021-03-26,69.7185438193423,54.105306274085095,61.431740980062145,10.115426562676971,41.51493589921089,26.503974445611668,43.9,중립
2021-03-29,76.96822456999129,52.16027881721641,60.27773803489001,18.32221102584083,47.906671118821016,33.034095472096716,48.1,중립
2021-03-30,76.60612274836679,55.48636653339559,64.01016304155942,14.837350450522614,66.21012192820892,35.93453598768493,52.2,중립
2021-03-31,78.02117179282624,52.884714593864004,61.30092643979865,26.17486062087921,44.222527462920624,27.31272810669733,48.3,중립
2021-04-01,79.02531967368884,55.14565818231103,63.757677307865436,28.461598327243863,37.980076274061894,34.56881127198228,49.8,중립
2021-04-02,79.00554959808976,57.39023451544857,67.16380701499725,23.472959273044715,52.48796759815838,42.161634114858714,53.6,중립
2021-04-05,80.56622616791095,57.14117451447238,68.14230562304311,23.11173925882695,47.155020102919195,,55.2,중립
2021-04-06,81.57739187963782,56.64898625448753,68.88267399249693,34.85465779992005,61.88498853830984,50.11180467551327,59.0,중립
2021-04-07,82.6119672743921,56.79269269602991,70.255292799483,58.719988804894875,58.71662631943385,54.425313367244534,63.6,탐욕
2021-04-08,85.93447140023822,56.26692196931771,70.97884361055566,74.99791759741218,78.71529541436153,56.90369235991493,70.6,탐욕
2021-04-09,87.55866431542391,53.00802884702161,68.87753219400761,95.49359832430619,73.63275540407747,43.62889861280376,70.4,탐욕
2021-04-12,88.13688268170031,52.10041112224106,69.36538454164986,95.41012747482085,91.76595367826859,29.771600126649624,71.1,탐욕
2021-04-13,87.9005553259842,56.02530521758732,74.39345818414732,97.35004405505305,95.94717851852603,37.728919746185476,74.9,탐욕
2021-04-14,89.20856180564158,56.70474158392136,76.44614218238371,92.23580882670787,95.82330825097739,36.40976741864972,74.5,탐욕
2021-04-15,89.97482646370503,57.136001985866095,78.29710409665687,91.15397043786263,94.96417204153114,41.676294929337644,75.5,탐욕
2021-04-16,92.10759138658665,56.23818432697798,78.96882674809262,71.49399757738746,96.28137158258652,36.06228447511891,71.9,탐욕
2021-04-19,92.91903092710314,54.60189572966484,78.9964539247085,70.5750845355319,94.99899781056752,42.24088874236965,72.4,탐욕
2021-04-20,95.40484857836044,56.684013541254565,80.58567748892547,55.0060246340512,97.6715432100616,52.77652784305234,73.0,탐욕
2021-04-21,92.81831555547595,46.337816800726884,71.75709384696009,47.16787548216983,69.42373696918507,49.73964456486747,62.9,탐욕
2021-04-22,93.82190671130601,45.65891213490437,72.82865372683186,55.63015575755684,62.16160840018371,54.731116350514185,64.1,탐욕
2021-04-23,95.47998998523414,44.51837776979178,73.33614126176975,75.69510632970662,60.23734959598944,57.40635995727198,67.8,탐욕
2021-04-26,95.36457703480194,49.40165713616697,80.25060786568858,81.59981872939248,71.38585764524166,57.53171340415321,72.6,탐욕
2021-04-27,96.33717619475905,47.1773642570067,79.84691122895313,83.5113993367059,66.43877664369317,59.12927711661514,72.1,탐욕
2021-04-28,95.15984265026532,39.0794625529976,72.93498141032325,72.84830388329215,39.216047158017815,39.20221495541271,59.7,중립
2021-04-29,95.43861614812162,35.956482285717414,71.14386042131648,53.78808517174545,41.91072531242788,40.9951433057442,56.5,중립
2021-04-30,94.93843552709774,29.72187723478058,64.49175472620328,34.115591896877795,26.241190501845836,32.2060334460515,47.0,중립
2021-05-03,94.30030492902586,24.684191053766636,58.513228245115,27.01153803858335,8.877768785665541,21.867533425121692,39.2,공포
2021-05-04,93.71854821440658,26.2371276476423,63.791732137063114,20.612307584126576,10.888694211781141,22.06977564986318,39.6,공포
2021-05-06,93.50396087352885,26.755717037442896,67.10832522754939,20.343210905900687,11.37757706339047,22.296430494213787,40.2,중립
2021-05-07,91.67491174951539,31.33765810739426,76.27136285137206,16.99563998167173,21.85166796310987,31.920248205560686,45.0,중립
2021-05-10,88.28460235628962,39.12134645339137,81.57454205058227,13.571281369473798,39.20381066822885,48.005020927961326,51.6,중립
2021-05-11,84.55302836792714,29.884111505499256,72.1069564284205,14.657849059630019,19.494085183848647,39.36740630009293,43.3,중립
2021-05-12,81.59361773788316,20.59559667830047,57.72501063996419,19.466674154674084,19.956801585913354,19.365074895763613,36.5,공포
2021-05-13,78.78252201770843,14.215777757995296,44.22420868896602,19.73026327206895,11.410130730001967,13.854407763581067,30.4,공포
2021-05-14,76.48039438831368,16.987614595630568,54.15014747996415,18.47123484885907,17.011014752761294,16.102187518510707,33.2,공포
2021-05-17,75.8061320418658,13.506049181354696,46.90536055472356,14.00496462364984,8.030017228369507,11.63959198208916,28.3,공포
2021-05-18,71.75124013017094,17.21405524669622,60.14597332619388,9.260940320480376,14.896194883317094,19.66568623237829,32.2,공포
2021-05-20,72.72645262162156,14.640316988722258,55.75443433274787,3.198641418519885,19.09132430391721,13.613146996926867,29.8,공포
2021-05-21,77.53161660832858,12.864660710007081,52.68268648071991,2.4131369429035647,19.488448549961312,20.214604463997777,30.9,공포
2021-05-24,77.22645220309806,10.617336885963685,45.94802416782694,2.1828819398458057,22.677549899999793,17.823700608989252,29.4,공포
2021-05-25,75.3101413302421,12.696839785330717,56.96961708623204,2.5159761283936524,35.65547446628283,19.922885791719793,33.8,공포
2021-05-26,78.40685667628719,11.514643050891255,55.25484337039226,7.926310795009356,29.45397737750699,12.390758528766604,32.5,공포
2021-05-27,78.2979511694731,10.470076553599682,53.435917540592015,16.741420624965848,25.20681959562076,12.661104415325836,32.8,공포
2021-05-28,79.22824263190398,12.14898838063681,63.20650917138737,25.403572815205912,21.645581568590472,21.354169298048696,37.2,공포
2021-05-31,78.824074434591,13.058319159252829,69.44454735672619,49.318516598944214,12.542431315065826,27.901084937335206,41.8,중립
2021-06-01,80.02252390707744,14.468422703899481,77.22263286795925,82.6032357843716,28.61973284563586,36.3605002763425,53.2,중립
2021-06-02,81.2574743037004,13.903557412931333,78.25773266694472,85.01709007435396,53.587618701697714,43.1807605334901,59.2,중립
2021-06-03,80.97452593770426,16.032730366943955,86.73181610554599,93.15480562075844,83.74890672876872,43.17546405484163,67.3,탐욕
2021-06-04,80.72277343748762,14.091994602507013,84.60447963377622,97.03836303817846,72.60885721510932,37.95610941163269,64.5,탐욕
2021-06-07,82.81520807909244,14.88751553183607,87.7077434760433,98.78387271259044,86.89706952382708,30.398848169711567,66.9,탐욕
2021-06-08,87.63872837665646,13.604559855267778,86.35562943508901,99.1406454841815,75.80362180190859,17.36153350400411,63.3,탐욕
2021-06-09,88.53109995376876,9.595151562675209,72.86933936632182,99.39680754869043,58.17236273529653,18.41085140278913,57.8,중립
2021-06-10,92.28418380321224,10.094882075132755,76.78453861382984,99.54988051405023,66.91427073980745,29.035027745777835,62.4,탐욕
2021-06-11,94.38462553100649,12.39477452589764,86.46253797674261,99.56094118549797,82.8283269204942,44.038528638536974,69.9,탐욕
2021-06-14,95.09227042574283,12.30827394246129,87.18213559100039,98.83202299418029,77.27245868930449,35.2640086359023,67.7,탐욕
2021-06-15,95.6765182339883,12.647295295274901,86.99226750010745,96.30466704031562,81.34609371036441,43.72008983153334,69.4,탐욕
2021-06-16,96.56346604805726,14.709907807137125,86.80660729792882,95.15426106035316,87.07220935680098,38.01291640751969,69.7,탐욕
2021-06-17,96.34076347923973,12.517116774088215,81.737322433706,91.10370030713075,72.79221283851942,37.42721064682385,65.3,탐욕
2021-06-18,96.32358611037816,12.354503783339688,82.73866096684617,87.18353303900888,68.29719756305148,38.216985578586375,64.2,탐욕
2021-06-21,95.36144405145853,8.922829741552851,69.37411768291895,79.41450744368932,35.82649706312688,32.87545519404594,53.6,중립
2021-06-22,95.49152587699403,10.836564047437019,81.06263638818898,71.26206639164876,47.13560131601183,34.35827801317545,56.7,중립
2021-06-23,95.40710443370861,11.740190716480626,85.9359138678518,39.26757293869435,41.46961852503772,37.697975769001005,51.9,중립
2021-06-24,95.38343666615242,12.386678829459713,86.72315341211194,24.862978113104468,52.34515333677133,42.69639746515244,52.4,중립
2021-06-25,95.53002582693335,13.839644620566316,86.5874726983539,15.945971250230784,54.59137068245287,42.99984925577273,51.6,중립
2021-06-28,95.50504290328404,13.130460234682811,86.15541829424924,13.82878327359639,57.15849931303754,37.621308194702095,50.6,중립
2021-06-29,95.19020236116116,10.935171932289734,79.65593082246313,8.869814974939011,70.60925447617221,28.95494309691824,49.0,중립
2021-06-30,95.03467856351513,11.629253596512845,83.89252437183758,15.864046379455315,71.02237699536067,28.262637080903875,51.0,중립
2021-07-01,95.13178704606204,9.687220644419137,77.05581533968524,15.143287790756204,45.863886441366404,21.220901064620257,44.0,중립
2021-07-02,95.16531332842348,9.363573001738557,76.75565117182121,13.70222608622021,43.75738430741747,24.312874325797758,43.8,중립
2021-07-05,95.1219703903994,10.156316568920193,82.35807738799534,8.64342757396684,46.49828704625226,24.52295837226598,44.6,중립
2021-07-06,95.00369002399844,11.10760265618369,86.49354016837528,8.673051679253419,41.37431080258459,28.66328189336188,45.2,중립
2021-07-07,95.84179455927598,8.865331431763114,76.8243599875857,5.776740026142902,36.134105266736036,31.13499306990321,42.4,중립
2021-07-08,94.12902250402784,6.180060756747712,53.7186803611022,10.562515697696846,16.414948988761495,21.13496886976913,33.7,공포
2021-07-09,93.13827464235872,4.1877411904463795,27.724796087758985,16.336677955791,14.056761994203049,12.1150263081096,27.9,공포
2021-07-12,91.59523514915679,5.906455291877271,48.50001473026466,24.897799996594987,16.295512087893666,16.074229181950884,33.9,공포
2021-07-13,90.48556057338173,7.733074573726684,67.1666133977318,31.52174143597065,21.536709309205204,20.464558069504097,39.8,공포
2021-07-14,91.08656855999351,7.227169661006074,62.107037062943405,34.27269081266634,15.353688816961098,15.736119389808302,37.6,공포
2021-07-15,90.55038239532638,9.004935249118246,76.65109344792575,28.690413559385764,17.200809647857106,22.23267292356836,40.7,중립
2021-07-16,90.28983033575975,8.13154323725016,69.80297740477108,25.404508045950802,14.75207604782912,20.90915596615147,38.2,공포
2021-07-19,89.4447347549971,5.718689935739804,43.32835424787433,26.871911627429434,10.777199731835974,19.771834264364998,32.7,공포
2021-07-20,90.18262315480867,5.0887805700180575,34.124500059512165,26.37633347564239,6.784129407719865,10.524205994828456,28.8,공포
2021-07-21,90.00160209987756,4.28368141543334,22.369169621625655,29.404568312684475,6.7009999386182475,7.450731633458009,26.7,공포
2021-07-22,87.260988235394,6.3583300976816925,47.45827735800688,20.03545039378202,15.305679884993777,11.01614709129642,31.2,공포
2021-07-23,87.7581519870474,6.717203678448815,50.88968651445056,15.749350458894035,13.49202849465927,8.079009948338406,30.4,공포
2021-07-26,86.05162646938402,5.001319551402457,27.118797075726768,12.702596925828619,6.690576012840413,4.832604150904936,23.7,공포
2021-07-27,85.92777952866551,5.544065554139413,32.78858004812608,13.995744093051027,11.017586656345713,6.920753651920348,26.0,공포
2021-07-28,86.01168346218233,5.9032865193620285,36.23881840405422,14.734769641825713,20.154748408134505,6.852117356017813,28.3,공포
