TMPV1,TMPV2,TMPV3,TMPV4,TMPV5,TMPV6,TMPV7,TMPV8,TMPV9,date
20201215,1912603762,967016063,945587699,30602,14083,16519,0,1848749770,2020-12-15
20201216,1924885669,976268375,948617294,30602,14083,16519,0,1840425116,2020-12-16
20201217,1932525756,978084824,954440932,30328,14083,16245,0,1816890558,2020-12-17
20201218,1942574030,982221283,960352747,30328,14083,16245,0,1812161769,2020-12-18
20201221,1939436028,979151434,960284594,30328,14083,16245,0,1813140217,2020-12-21
20201222,1943454978,982094391,961360586,29883,13638,16245,0,1820934238,2020-12-22
20201223,1940579776,977996653,962583122,29883,13638,16245,0,1825461821,2020-12-23
20201224,1945554901,976782632,968772269,29883,13638,16245,0,1821053323,2020-12-24
20201228,1934203087,971975431,962227656,29883,13638,16245,0,1823707925,2020-12-28
20201229,1921479089,963445352,958033736,29678,13638,16041,0,1801351676,2020-12-29
20201230,1923158708,961747062,961411646,29678,13638,16041,0,1765418320,2020-12-30
20201231,1922327915,961318353,961009563,29678,13638,16041,0,1650294881,2020-12-31
20210104,1935422321,970596344,964825976,29348,13638,15710,0,1764662653,2021-01-04
20210105,1962615887,982041593,980574293,28172,12592,15579,0,1760404343,2021-01-05
20210106,1995765181,1003980871,991784310,28172,12592,15579,0,1775641047,2021-01-06
20210107,2012427425,1013293891,999133534,27954,12375,15579,0,1782790992,2021-01-07
20210108,2032416493,1027672987,1004743506,27954,12375,15579,0,1800728661,2021-01-08
20210111,2051315057,1037170395,1014144662,27954,12375,15579,0,1808025154,2021-01-11
20210112,2078927718,1054760877,1024166841,27954,12375,15579,0,1813189938,2021-01-12
20210113,2098211046,1075690006,1022521040,27954,12375,15579,0,1837925478,2021-01-13
20210114,2128475295,1101042156,1027433139,27954,12375,15579,0,1846522519,2021-01-14
20210115,2129838488,1103450896,1026387592,27954,12375,15579,0,1830039683,2021-01-15
20210118,2134866916,1106291616,1028575299,27954,12375,15579,0,1831066795,2021-01-18
20210119,2126584385,1104017063,1022567322,27954,12375,15579,0,1854163982,2021-01-19
20210120,2103251481,1093982658,1009268822,27954,12375,15579,0,1859753037,2021-01-20
20210121,2108154685,1097898692,1010255993,27954,12375,15579,0,1821201472,2021-01-21
20210122,2144812591,1127245287,1017567304,27954,12375,15579,0,1837939952,2021-01-22
20210125,2163527092,1137110614,1026416478,27954,12375,15579,0,1838350852,2021-01-25
20210126,2157655856,1134461178,1023194678,27954,12375,15579,0,1844104942,2021-01-26
20210127,2137910605,1120671417,1017239188,27954,12375,15579,0,1835748108,2021-01-27
20210128,2124656297,1114346589,1010309708,27954,12375,15579,0,1831793582,2021-01-28
20210129,2101598039,1099689089,1001908950,27954,12375,15579,0,1836813306,2021-01-29
20210201,2059846529,1077084847,982761683,27905,12326,15579,0,1814581362,2021-02-01
20210202,1999153394,1042354992,956798401,27905,12326,15579,0,1798015439,2021-02-02
20210203,2015461323,1058064103,957397220,27905,12326,15579,0,1762362069,2021-02-03
20210204,2026489758,1063726818,962762940,27905,12326,15579,0,1759049504,2021-02-04
20210205,2098779648,1113866912,984912736,27905,12326,15579,0,1771628598,2021-02-05
20210208,2158546257,1160515018,998031240,27905,12326,15579,0,1779154759,2021-02-08
20210209,2163357633,1159947979,1003409654,27897,12318,15579,0,1775484480,2021-02-09
20210210,2163757661,1161395729,1002361932,27897,12318,15579,0,1777685299,2021-02-10
20210215,2166495729,1162797690,1003698039,27897,12318,15579,0,1761352761,2021-02-15
20210216,2170650321,1165826068,1004824253,27897,12318,15579,0,1766622390,2021-02-16
20210217,2182421703,1172835800,1009585904,27897,12318,15579,0,1768312392,2021-02-17
20210218,2190479086,1176622851,1013856236,27897,12318,15579,0,1779368172,2021-02-18
20210219,2222548053,1201862302,1020685751,27897,12318,15579,0,1789496013,2021-02-19
20210222,2221839580,1201620018,1020219562,27897,12318,15579,0,1793364401,2021-02-22
20210223,2215452900,1198618211,1016834689,27897,12318,15579,0,1786671275,2021-02-23
20210224,2195097762,1187433221,1007664541,27897,12318,15579,0,1781240103,2021-02-24
20210225,2172633454,1177397463,995235990,27897,12318,15579,0,1778955172,2021-02-25
20210226,2118175755,1143937641,974238114,27447,12318,15129,0,1772288894,2021-02-26
20210302,2127217843,1150290218,976927626,26386,11257,15129,0,1757241885,2021-03-02
20210303,2138568877,1167692264,970876613,21152,7740,13412,0,1767806010,2021-03-03
20210304,2130457306,1163048960,967408346,21152,7740,13412,0,1756908275,2021-03-04
20210305,2132492071,1162315112,970176958,21152,7740,13412,0,1761043561,2021-03-05
20210308,2147182611,1175136885,972045726,20380,7740,12640,0,1772023576,2021-03-08
20210309,2144677894,1175686867,968991028,20380,7740,12640,0,1818291632,2021-03-09
20210310,2132066345,1169314391,962751954,20380,7740,12640,0,1888568060,2021-03-10
20210311,2134970637,1177716774,957253862,20380,7740,12640,0,1897854540,2021-03-11
20210312,2123206492,1168516492,954690000,20380,7740,12640,0,1772640810,2021-03-12
20210315,2114394078,1162077209,952316869,20380,7740,12640,0,1758666396,2021-03-15
20210316,2113291309,1160226162,953065147,20380,7740,12640,0,1758264516,2021-03-16
20210317,2124489628,1168081848,956407780,20380,7740,12640,0,1767291677,2021-03-17
20210318,2133325268,1172622768,960702500,20380,7740,12640,0,1764324118,2021-03-18
20210319,2166077654,1195940931,970136722,20380,7740,12640,0,1773498664,2021-03-19
20210322,2179590962,1202387264,977203698,20380,7740,12640,0,1775389533,2021-03-22
20210323,2198108915,1218464147,979644768,20380,7740,12640,0,1790242990,2021-03-23
20210324,2211901906,1226150891,985751015,20380,7740,12640,0,1797487691,2021-03-24
20210325,2209558606,1224474057,985084549,20380,7740,12640,0,1790372593,2021-03-25
20210326,2216304430,1229636217,986668213,20380,7740,12640,0,1794491916,2021-03-26
20210329,2224106260,1232685972,991420289,20380,7740,12640,0,1797935079,2021-03-29
20210330,2222481436,1230256990,992224446,20380,7740,12640,0,1800096888,2021-03-30
20210331,2223769955,1231041138,992728816,20380,7740,12640,0,1807397326,2021-03-31
20210401,2220238731,1228324790,991913941,20380,7740,12640,0,1807080968,2021-04-01
20210402,2226197966,1233486555,992711411,20380,7740,12640,0,1813902254,2021-04-02
20210405,2219660543,1228680943,990979600,16578,7740,8837,0,1807446574,2021-04-05
20210406,2216569963,1223674384,992895579,16578,7740,8837,0,1803914302,2021-04-06
20210407,2220920107,1225409257,995510850,16578,7740,8837,0,1809079743,2021-04-07
20210408,2216674809,1220182569,996492240,16578,7740,8837,0,1813148235,2021-04-08
20210409,2215824769,1218780067,997044702,16578,7740,8837,0,1811004652,2021-04-09
20210412,2223806855,1224022393,999784462,16578,7740,8837,0,1818012713,2021-04-12
20210413,2228076204,1225374888,1002701316,16578,7740,8837,0,1831511319,2021-04-13
20210414,2238641762,1230429295,1008212468,16578,7740,8837,0,1832244664,2021-04-14
20210415,2242328560,1230195223,1012133337,16578,7740,8837,0,1821386062,2021-04-15
20210416,2245785697,1230972559,1014813138,16578,7740,8837,0,1783936124,2021-04-16
20210419,2254386435,1233188477,1021197958,16578,7740,8837,0,1824885055,2021-04-19
20210420,2290688075,1256587256,1034100818,16578,7740,8837,0,1847675644,2021-04-20
20210421,2309281014,1267111061,1042169953,16578,7740,8837,0,1852302485,2021-04-21
20210422,2320174467,1269159105,1051015361,16578,7740,8837,0,1833151425,2021-04-22
20210423,2337922448,1284078394,1053844054,13697,4860,8837,0,1846550510,2021-04-23
20210426,2337822066,1284068871,1053753196,13697,4860,8837,0,1870199795,2021-04-26
20210427,2337727215,1283618127,1054109087,12257,3420,8837,0,1865327251,2021-04-27
20210428,2345334059,1289664688,1055669371,12257,3420,8837,0,1885550782,2021-04-28
20210429,2354775021,1297021577,1057753444,12257,3420,8837,0,2044267725,2021-04-29
20210430,2337713354,1287881606,1049831748,12257,3420,8837,0,2043305756,2021-04-30
20210503,2320939177,1276743147,1044196031,10817,1980,8837,0,1893958902,2021-05-03
20210504,2305697358,1268290449,1037406909,8938,101,8837,0,1877521203,2021-05-04
20210506,2282068678,1254417852,1027650826,879795,603650,276145,0,1861101337,2021-05-06
20210507,2261366117,1243531694,1017834423,1566602,1054269,512333,0,1847366131,2021-05-07
20210510,2278410358,1255085459,1023324900,2147592,1620232,527359,0,1837725108,2021-05-10
20210511,2292447308,1265003499,1027443809,2345663,1776817,568846,0,1845745727,2021-05-11
20210512,2307381185,1273719831,1033661354,2698528,2087788,610740,0,1853176253,2021-05-12
20210513,2342244178,1300690057,1041554121,2702770,2131626,571144,0,1832849345,2021-05-13
20210514,2336459994,1301174010,1035285984,2585264,1999799,585465,0,1870086087,2021-05-14
20210517,2326398708,1296836602,1029562106,2295632,1814845,480787,0,1873146949,2021-05-17
20210518,2319373054,1292803709,1026569345,2620408,1986355,634053,0,1841227836,2021-05-18
20210520,2323062776,1296222297,1026840479,2616562,1934149,682413,0,1840637257,2021-05-20
20210521,2315521122,1291068343,1024452779,2904817,2171277,733540,0,1833419549,2021-05-21
20210524,2319216379,1294751720,1024464660,3069868,2248492,821376,0,1832582225,2021-05-24
20210525,2311060587,1289204779,1021855808,2939193,2115512,823681,0,1843972782,2021-05-25
20210526,2292383244,1278205789,1014177455,2807679,2067483,740196,0,1847956007,2021-05-26
20210527,2298922761,1281925391,1016997370,3180744,2382974,797770,0,1832962605,2021-05-27
20210528,2312213030,1289088642,1023124388,3357316,2552510,804806,0,1832050424,2021-05-28
20210531,2317712758,1290940592,1026772166,3495373,2645994,849379,0,1837033025,2021-05-31
20210601,2320275463,1290174608,1030100855,3375908,2613963,761945,0,1833591481,2021-06-01
20210602,2331035442,1297292198,1033743244,3389705,2597590,792115,0,1841568487,2021-06-02
20210603,2328386027,1292453261,1035932767,3686189,2888689,797500,0,1844909981,2021-06-03
20210604,2345424513,1305215312,1040209201,3898633,3060846,837787,0,1874203737,2021-06-04
20210607,2357830850,1311973363,1045857487,3851556,3060181,791375,0,1865002628,2021-06-07
20210608,2366798984,1317426013,1049372971,4058400,3241400,817000,0,1844519287,2021-06-08
20210609,2374967280,1322155317,1052811963,4021876,3233165,788711,0,1855054071,2021-06-09
20210610,2366299646,1317239874,1049059772,3933242,3153203,780039,0,1859441480,2021-06-10
20210611,2356631898,1309077092,1047554806,3940774,3123550,817224,0,1850465688,2021-06-11
20210614,2350166025,1306178504,1043987521,4044849,3182369,862481,0,1847335607,2021-06-14
20210615,2350118198,1303206868,1046911330,4217582,3331112,886470,0,1862534379,2021-06-15
20210616,2349668161,1303614542,1046053619,4258955,3289494,969460,0,1864247736,2021-06-16
20210617,2354883715,1304014891,1050868823,4278037,3335613,942424,0,1855902609,2021-06-17
20210618,2360435436,1308315794,1052119642,4288815,3363820,924994,0,1853523477,2021-06-18
20210621,2364717586,1311661662,1053055925,4297564,3314968,982596,0,1857426214,2021-06-21
20210622,2372140557,1318261261,1053879296,4335458,3313222,1022236,0,1858954853,2021-06-22
20210623,2369512921,1316377604,1053135317,4058911,3084414,974497,0,1866292714,2021-06-23
20210624,2373542023,1316876711,1056665312,4323477,3382403,941075,0,1867975806,2021-06-24
20210625,2379152145,1319014766,1060137379,4675310,3708740,966570,0,1877732744,2021-06-25
20210628,2385183115,1322819913,1062363202,4624579,3666869,957710,0,1870559122,2021-06-28
20210629,2377988925,1313845581,1064143343,4436907,3479883,957024,0,1869200554,2021-06-29
20210630,2383372233,1316962978,1066409255,4481231,3533739,947492,0,1869465286,2021-06-30
20210701,2418401348,1338743009,1079658339,4576821,3537540,1039281,0,1872955410,2021-07-01
20210702,2430471490,1345223831,1085247659,4798036,3740975,1057061,0,1874854241,2021-07-02
20210705,2444768351,1353982751,1090785600,4766131,3663946,1102185,0,1873194555,2021-07-05
20210706,2453599952,1360658476,1092941476,4943973,3669136,1274837,0,1876660175,2021-07-06
20210707,2458653108,1363594808,1095058300,4974049,3679447,1294602,0,1875561805,2021-07-07
20210708,2460022233,1360661288,1099360945,4979671,3763059,1216612,0,1874582210,2021-07-08
20210709,2461673420,1362608972,1099064448,4956943,3646293,1310651,0,1933914297,2021-07-09
20210712,2453940828,1355577386,1098363442,4472666,3215994,1256672,0,1933543914,2021-07-12
20210713,2448500728,1355051699,1093449028,4147150,2851950,1295200,0,1877805038,2021-07-13
20210714,2447910575,1353542960,1094367614,4354519,3017821,1336698,0,1871546922,2021-07-14
20210715,2453748276,1352933838,1100814439,4703788,3303114,1400674,0,1872175453,2021-07-15
20210716,2467263009,1362004062,1105258947,4778451,3310865,1467586,0,1874437251,2021-07-16
20210719,2477381972,1366501553,1110880420,4861977,3390490,1471487,0,1877808739,2021-07-19
20210720,2473286368,1363342150,1109944218,4582561,3222588,1359973,0,1881763568,2021-07-20
20210721,2472090611,1364212573,1107878038,4483069,3007302,1475767,0,1889919624,2021-07-21
20210722,2462246988,1358479517,1103767471,4187070,2855454,1331616,0,1891131379,2021-07-22
20210723,2465075993,1357313288,1107762705,4052111,2725321,1326790,0,1886191178,2021-07-23
20210726,2458708324,1352680603,1106027721,4294696,2939499,1355198,0,1881953625,2021-07-26
20210727,2460263280,1351941271,1108322010,4425921,3104809,1321112,0,1920172292,2021-07-27
20210728,2459926363,1351792885,1108133478,4300463,2965248,1335216,0,1918206888,2021-07-28
20210729,2455063259,1347111072,1107952187,4184618,2913740,1270879,0,1871840334,2021-07-29
20210730,2445593129,1341203229,1104389900,4148507,2898554,1249953,0,1880322682,2021-07-30
20210802,2444893158,1340438279,1104454879,4398047,3028728,1369319,0,1875268595,2021-08-02
20210803,2437103236,1337227764,1099875472,4094085,2838499,1255586,0,1863976842,2021-08-03
20210804,2428431194,1330211893,1098219301,4118632,2788259,1330373,0,1860178514,2021-08-04
20210805,2421820165,1324645754,1097174411,3992274,2711468,1280806,0,1859384644,2021-08-05
20210806,2416481543,1317186272,1099295271,4165080,2856894,1308185,0,1853972076,2021-08-06
20210809,2444117902,1332724733,1111393169,4275942,2927795,1348147,0,1857838785,2021-08-09
20210810,2466223033,1344461209,1121761825,4370635,2993368,1377266,0,1922594112,2021-08-10
20210811,2489465423,1356376180,1133089244,4214684,2786818,1427867,0,1925517061,2021-08-11
20210812,2495826597,1360209082,1135617515,4142640,2872960,1269680,0,1917621472,2021-08-12
20210813,2509810621,1370477588,1139333032,4213047,2803471,1409576,0,1922645007,2021-08-13
20210817,2547375781,1393805773,1153570008,4266110,2851039,1415071,0,1935454255,2021-08-17
20210818,2561372453,1407004060,1154368393,3775859,2504564,1271295,0,1943239086,2021-08-18
20210819,2536818371,1391643263,1145175108,3535289,2353079,1182209,0,1935700979,2021-08-19
20210820,2519818545,1382390393,1137428151,3622109,2367801,1254308,0,1916010457,2021-08-20
20210823,2507014138,1375016828,1131997310,3450354,2259063,1191291,0,1932843206,2021-08-23
20210824,2458046119,1347724872,1110321247,3208395,2181450,1026946,0,1934347014,2021-08-24
20210825,2445660458,1341609328,1104051130,3668748,2461699,1207050,0,1971221905,2021-08-25
20210826,2445981282,1336762372,1109218909,3746143,2405160,1340984,0,1962133139,2021-08-26
20210827,2467875098,1343799232,1124075867,3965493,2594938,1370555,0,1897786004,2021-08-27
20210830,2482412197,1351774597,1130637600,3936882,2501531,1435351,0,1903570695,2021-08-30
20210831,2492307822,1356176944,1136130878,3934128,2627469,1306659,0,1911024945,2021-08-31
20210901,2503818428,1363382497,1140435931,4123806,2747085,1376721,0,1938455846,2021-09-01
20210902,2502535532,1358000704,1144534827,4251006,2917860,1333146,0,1938729071,2021-09-02
20210903,2514289274,1363250968,1151038306,4357364,3015467,1341897,0,1913064823,2021-09-03
20210906,2531305810,1374967982,1156337828,4257180,3012270,1244911,0,1925944180,2021-09-06
20210907,2536349105,1374829679,1161519425,4313953,3050078,1263875,0,1925145256,2021-09-07
20210908,2541974611,1376738351,1165236260,4289709,3056290,1233419,0,2008739940,2021-09-08
20210909,2557762409,1387529343,1170233066,4422427,3022975,1399452,0,2005118110,2021-09-09
20210910,2557744070,1387030586,1170713484,4369156,3027927,1341229,0,1928532820,2021-09-10
20210913,2565658678,1398017951,1167640727,4059832,2771475,1288357,0,1936153010,2021-09-13
20210914,2559292182,1392888839,1166403344,4284155,2943988,1340167,0,1928909660,2021-09-14
20210915,2553068712,1388424775,1164643937,4290232,2976935,1313297,0,1952059804,2021-09-15
20210916,2545874933,1381560354,1164314579,4310183,2937463,1372720,0,1932775966,2021-09-16
20210917,2538783042,1377975500,1160807542,4486055,3121533,1364522,0,1921259070,2021-09-17
20210923,2535611784,1377502077,1158109707,4400163,3072584,1327579,0,1927105123,2021-09-23
20210924,2528650877,1375481660,1153169216,4438365,3094304,1344061,0,1925965973,2021-09-24
20210927,2515119626,1368510792,1146608833,4344548,3024882,1319667,0,1932148151,2021-09-27
20210928,2504989406,1362331282,1142658124,4210790,2884362,1326428,0,1951695911,2021-09-28
20210929,2498841554,1357906628,1140934926,4321093,3032743,1288351,0,1957793213,2021-09-29
20210930,2484183079,1352296146,1131886933,4070972,2866098,1204874,0,1947742457,2021-09-30
20211001,2458624867,1341630754,1116994113,3785974,2636153,1149820,0,1945891858,2021-10-01
20211005,2448314474,1334556523,1113757951,3860813,2683944,1176869,0,1935323978,2021-10-05
20211006,2410657741,1314707921,1095949820,3793951,2650583,1143368,0,1939975106,2021-10-06
20211007,2364494552,1291635115,1072859438,3771893,2627041,1144852,0,1930984223,2021-10-07
20211008,2303778318,1258891021,1044887297,3317084,2239689,1077395,0,1925752030,2021-10-08
20211012,2280917637,1246195799,1034721838,3922620,2679177,1243442,0,1907191925,2021-10-12
20211013,2289930148,1248955778,1040974370,3934802,2696628,1238173,0,1913347008,2021-10-13
20211014,2305617419,1261571272,1044046147,3940369,2790404,1149965,0,1918968595,2021-10-14
20211015,2307103364,1262659591,1044443773,4185802,2946582,1239220,0,1901464522,2021-10-15
20211018,2323111988,1271954870,1051157118,4063085,2765267,1297818,0,1902836083,2021-10-18
20211019,2340236860,1278017398,1062219462,4211974,2858550,1353423,0,1909749015,2021-10-19
20211020,2358866443,1289906028,1068960415,4364009,2819570,1544439,0,1919629595,2021-10-20
20211021,2369719573,1292523514,1077196059,4428185,2949176,1479009,0,1924012232,2021-10-21
20211022,2379472623,1294633093,1084839530,4508229,2979922,1528308,0,1945784529,2021-10-22
20211025,2381647790,1293549293,1088098496,4676745,3242779,1433966,0,1945213684,2021-10-25
20211026,2380947224,1292506417,1088440806,4642876,3099413,1543463,0,1921654626,2021-10-26
20211027,2386839985,1295700232,1091139753,4711088,3258825,1452263,0,1928833438,2021-10-27
20211028,2390411686,1295304268,1095107419,4455694,3016431,1439263,0,1928667768,2021-10-28
20211029,2403377815,1304074645,1099303170,4767624,3182547,1585077,0,1930123799,2021-10-29
20211101,2402989444,1304420340,1098569105,4503457,3053742,1449715,0,1945075354,2021-11-01
20211102,2401969486,1305858425,1096111061,4679121,2881282,1797839,0,1967250227,2021-11-02
20211103,2391455974,1296339030,1095116944,4690705,2994619,1696086,0,1971336845,2021-11-03
20211104,2389792220,1289489954,1100302266,4797203,3084296,1712908,0,1936074353,2021-11-04
20211105,2403159468,1298658185,1104501283,4919279,3057213,1862066,0,1952432071,2021-11-05
20211108,2388991079,1291779378,1097211701,5162495,3092881,2069614,0,1955679941,2021-11-08
20211109,2384809562,1293154785,1091654778,5214788,3167761,2047027,0,1947370125,2021-11-09
20211110,2385984056,1294753756,1091230300,5132231,2999597,2132634,0,1945871995,2021-11-10
20211111,2378758391,1288654908,1090103483,5241266,3111890,2129376,0,1943250640,2021-11-11
20211112,2364827335,1280540337,1084286998,4861266,3026051,1835215,0,1955732627,2021-11-12
20211115,2352315944,1273783296,1078532648,4994663,3065874,1928788,0,1951203756,2021-11-15
20211116,2345149511,1265258136,1079891375,4894131,2910098,1984033,0,1943564391,2021-11-16
20211117,2350086433,1266744197,1083342236,5056872,3009988,2046884,0,1953887235,2021-11-17
20211118,2359564237,1270039110,1089525128,5176034,3047089,2128944,0,1949493016,2021-11-18
20211119,2367228001,1272572360,1094655641,5029362,2933980,2095381,0,1947788742,2021-11-19
20211122,2372961126,1273136132,1099824995,5148958,3023554,2125404,0,1954978865,2021-11-22
20211123,2370025015,1270550424,1099474591,5126951,3015591,2111361,0,1951613520,2021-11-23
20211124,2357610846,1262435773,1095175073,5103681,3108715,1994966,0,1965393776,2021-11-24
20211125,2348540217,1260940868,1087599350,4855925,2920976,1934950,0,1964871943,2021-11-25
20211126,2359026796,1266219056,1092807740,4700150,2735312,1964838,0,1960423707,2021-11-26
20211129,2366335108,1268827796,1097507312,4656248,2706181,1950067,0,1968033145,2021-11-29
20211130,2345529709,1257718885,1087810824,4493506,2547550,1945956,0,1982092974,2021-11-30
20211201,2312601488,1234923873,1077677615,4372282,2510495,1861787,0,1968993669,2021-12-01
20211202,2274961803,1211829494,1063132309,4597962,2650385,1947577,0,1958638120,2021-12-02
20211203,2255214458,1199841683,1055372775,4631684,2721045,1910639,0,1943584662,2021-12-03
20211206,2249696286,1195773700,1053922585,4375338,2541539,1833799,0,1940656257,2021-12-06
20211207,2255346536,1199237800,1056108736,4690277,2653475,2036802,0,1936891850,2021-12-07
20211208,2270880394,1206942206,1063938188,4689203,2563596,2125607,0,1950498721,2021-12-08
20211209,2280469878,1213389830,1067080048,4788712,2731756,2056957,0,1957052938,2021-12-09
20211210,2284870219,1211951067,1072919152,4992740,2758257,2234483,0,1951887259,2021-12-10
20211213,2291147773,1210214517,1080933256,5012575,2985467,2027108,0,1941327839,2021-12-13
20211214,2308829811,1216262535,1092567276,4697936,2810098,1887838,0,1950700862,2021-12-14
20211215,2311982638,1214522553,1097460085,4821330,2856755,1964575,0,1961419092,2021-12-15
20211216,2315476949,1218906170,1096570779,4621997,2804773,1817224,0,1966909792,2021-12-16
20211217,2322120375,1223744902,1098375474,4945703,3050281,1895422,0,1963251063,2021-12-17
20211220,2326962375,1223937018,1103025358,5129175,3222383,1906792,0,1963332720,2021-12-20
20211221,2321202970,1219920076,1101282894,4960293,3236199,1724094,0,1959436655,2021-12-21
20211222,2323826944,1225887914,1097939029,4513726,2763011,1750715,0,1964755428,2021-12-22
20211223,2318840968,1222113368,1096727600,4743842,2931524,1812318,0,1955683347,2021-12-23
20211224,2317086931,1218635449,1098451482,4754841,2937571,1817270,0,1945617695,2021-12-24
20211227,2313485781,1216016756,1097469026,5067273,3180211,1887062,0,1946357883,2021-12-27
20211228,2309566067,1211298771,1098267296,4962576,3086116,1876459,0,1942448010,2021-12-28
20211229,2315114803,1212674277,1102440526,4827020,2988724,1838296,0,1929881849,2021-12-29
20211230,2309954199,1205643722,1104310477,5140440,3152500,1987940,0,1923891395,2021-12-30
20211231,2309094530,1205142580,1103951950,5140440,3152500,1987940,0,1817277193,2021-12-31
20220103,2333076189,1212862677,1120213512,5046076,3082405,1963671,0,1909847883,2022-01-03
20220104,2342196126,1217710623,1124485503,5036911,3005568,2031343,0,1913399827,2022-01-04
20220105,2351231885,1219593584,1131638301,5063588,3128037,1935551,0,1916303567,2022-01-05
20220106,2371732590,1232056078,1139676512,5132808,3293886,1838922,0,1930930003,2022-01-06
20220107,2381295524,1240135960,1141159564,4620621,3022784,1597837,0,1939642762,2022-01-07
20220110,2353565726,1228276570,1125289156,4432818,3064947,1367871,0,1942601738,2022-01-10
20220111,2352054978,1225881249,1126173729,4720681,3271428,1449253,0,1931570102,2022-01-11
20220112,2365333120,1234183641,1131149479,4576864,3362197,1214667,0,1939881338,2022-01-12
20220113,2350402909,1226867549,1123535360,4652287,3429316,1222971,0,1943864751,2022-01-13
20220114,2348548423,1222005309,1126543114,5527969,4207469,1320500,0,1930022168,2022-01-14
20220117,2356598514,1224255008,1132343505,5462574,4082709,1379865,0,1950704004,2022-01-17
20220118,2357160487,1230497615,1126662873,5462150,4077063,1385087,0,1989244392,2022-01-18
20220119,2343388392,1225996358,1117392034,5138229,3780377,1357853,0,2135124454,2022-01-19
20220120,2317397946,1214141099,1103256847,5210282,3809196,1401086,0,2124298431,2022-01-20
20220121,2294967101,1202211561,1092755540,5070062,3693454,1376608,0,1945277238,2022-01-21
20220124,2291703799,1203543298,1088160501,5409966,3868370,1541596,0,1929069270,2022-01-24
20220125,2280126548,1196552947,1083573600,5044216,3611356,1432860,0,1942248608,2022-01-25
20220126,2252592060,1180747061,1071844999,4692105,3365465,1326640,0,1950276064,2022-01-26
20220127,2200698412,1156580403,1044118008,4339558,2999722,1339836,0,1945691007,2022-01-27
20220128,2167507470,1140359598,1027147872,4601041,3221175,1379866,0,1940309653,2022-01-28
20220203,2134058791,1126611022,1007447769,3986744,2773350,1213394,0,1941267541,2022-02-03
20220204,2104111070,1111489603,992621468,4447274,3217241,1230034,0,1919752528,2022-02-04
20220207,2104592771,1110935199,993657571,5081085,3550939,1530146,0,1918261391,2022-02-07
20220208,2122008772,1120211203,1001797570,5560749,3924392,1636358,0,1928302238,2022-02-08
20220209,2147269921,1134590183,1012679738,5265449,3673813,1591636,0,1932971322,2022-02-09
20220210,2150493219,1133320376,1017172843,4900165,3425500,1474665,0,1941680030,2022-02-10
20220211,2154967320,1134351116,1020616204,5316570,3738781,1577789,0,1938469604,2022-02-11
20220214,2159395306,1135145298,1024250008,5678584,4186246,1492338,0,1945430925,2022-02-14
20220215,2143703031,1129053633,1014649397,5476500,3948242,1528259,0,1950747658,2022-02-15
20220216,2112850417,1115593718,997256699,5074543,3658967,1415576,0,1953262652,2022-02-16
20220217,2081133039,1100764652,980368387,4944417,3559534,1384883,0,1943873702,2022-02-17
20220218,2074328138,1096691049,977637089,5549385,3921840,1627545,0,1925493480,2022-02-18
20220221,2072715163,1090470428,982244734,5631088,4115171,1515917,0,1922154447,2022-02-21
20220222,2079515411,1095095005,984420406,5493691,3944639,1549052,0,1928068729,2022-02-22
20220223,2089512800,1100759164,988753636,5345678,3782837,1562841,0,1931685950,2022-02-23
20220224,2088719875,1103251627,985468248,5003216,3470648,1532568,0,1949375829,2022-02-24
20220225,2095703539,1108403715,987299825,5526483,3935864,1590619,0,1954462085,2022-02-25
20220228,2089904485,1108056358,981848127,4824879,3415119,1409760,0,1971285148,2022-02-28
20220302,2081545767,1103378218,978167549,5062316,3443014,1619302,0,1959883175,2022-03-02
20220303,2083728691,1104770810,978957881,5297812,3647344,1650468,0,1962494075,2022-03-03
20220304,2099295163,1115333015,983962148,5519902,3725397,1794505,0,1958137113,2022-03-04
20220307,2110755209,1118572345,992182864,5846027,3947692,1898336,0,1957622710,2022-03-07
20220308,2138930332,1135297587,1003632745,6019698,4185963,1833735,0,1976512215,2022-03-08
20220310,2145616872,1146026666,999590205,5648914,3985586,1663327,0,1978669179,2022-03-10
20220311,2139202817,1142897144,996305673,5349447,3764482,1584965,0,1971314164,2022-03-11
20220314,2131040748,1137504191,993536557,5738316,3957425,1780891,0,1965243186,2022-03-14
20220315,2143002594,1146607310,996395285,5524938,3729585,1795353,0,1981164947,2022-03-15
20220316,2154917582,1152081741,1002835841,5494386,3887636,1606750,0,1990831717,2022-03-16
20220317,2147741921,1148133002,999608919,5206874,3504649,1702224,0,1985841255,2022-03-17
20220318,2148198523,1147554868,1000643654,5494253,3769665,1724588,0,1973221326,2022-03-18
20220321,2143563637,1140529034,1003034603,5959006,3989101,1969905,0,1978332624,2022-03-21
20220322,2153236210,1144925949,1008310261,6196559,4193660,2002899,0,1991842523,2022-03-22
20220323,2165891716,1153510394,1012381322,6235799,4224773,2011027,0,1999193302,2022-03-23
20220324,2168203099,1153461626,1014741473,6388574,4400109,1988465,0,1987770285,2022-03-24
20220325,2174377278,1154621708,1019755570,6408242,4340356,2067886,0,1993795338,2022-03-25
20220328,2188232095,1165046118,1023185977,6844225,4686374,2157851,0,2006495032,2022-03-28
20220329,2198581130,1172021025,1026560106,6544090,4446737,2097353,0,2012677934,2022-03-29
20220330,2207179717,1173837525,1033342191,6503496,4464773,2038723,0,2016584089,2022-03-30
